batch_id,batch_index,total_batches,item_count,ready_count,blocked_count,first_rank,last_rank,manifest_path,command_path
batch_001,1,7,25,25,0,147,171,batches/batch_001.csv,batches/batch_001_commands.ps1
batch_002,2,7,25,25,0,172,196,batches/batch_002.csv,batches/batch_002_commands.ps1
batch_003,3,7,25,25,0,197,221,batches/batch_003.csv,batches/batch_003_commands.ps1
batch_004,4,7,25,25,0,222,246,batches/batch_004.csv,batches/batch_004_commands.ps1
batch_005,5,7,25,25,0,247,271,batches/batch_005.csv,batches/batch_005_commands.ps1
batch_006,6,7,25,25,0,272,296,batches/batch_006.csv,batches/batch_006_commands.ps1
batch_007,7,7,18,18,0,297,314,batches/batch_007.csv,batches/batch_007_commands.ps1
