instrument,orb_label,orb_minutes,entry_model,rr_target,confirm_bars,filter_type,sample_size,win_rate,expr,sharpe,wfe,fdr_significant,wf_passed,status,promoted_at
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G4_FAST5,889,0.4061,0.077,0.0768,0.9961,False,True,active,2026-03-23 16:02:15.993121+10:00
MNQ,LONDON_METALS,30,E2,1.5,1,ORB_G8_NOMON,1001,0.3856,0.0769,0.0736,0.6651,True,True,active,2026-03-23 16:02:17.529501+10:00
MNQ,LONDON_METALS,5,E2,3.0,1,ORB_G4_FAST5,887,0.2424,0.0769,0.0525,0.1023,False,True,active,2026-03-23 16:02:19.886671+10:00
MNQ,LONDON_METALS,30,E2,2.5,1,ORB_G8,1219,0.3216,0.0768,0.0491,1.0714,False,True,active,2026-03-23 16:02:19.781212+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G5_CONT,1254,0.4043,0.0768,0.0764,0.6491,True,True,active,2026-03-23 16:02:16.275844+10:00
MNQ,LONDON_METALS,15,E2,1.0,1,ORB_G5,1264,0.5047,0.0767,0.0936,0.3644,True,True,active,2026-03-23 16:02:14.811212+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G8_CONT,1172,0.3882,0.0767,0.0567,0.4992,False,True,active,2026-03-23 16:02:18.842113+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G6_NOMON,1004,0.5209,0.0767,0.0965,1.2266,True,True,active,2026-03-23 16:02:15.066819+10:00
MNQ,LONDON_METALS,5,E2,3.0,1,ORB_G5_FAST5,884,0.2421,0.0765,0.0522,0.0773,False,True,active,2026-03-23 16:02:19.954571+10:00
MNQ,LONDON_METALS,15,E2,1.0,1,ORB_G4_CONT,1262,0.5048,0.0765,0.0933,0.3612,True,True,active,2026-03-23 16:02:14.522520+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G8,1175,0.3881,0.0763,0.0564,0.4855,False,True,active,2026-03-23 16:02:18.812794+10:00
MNQ,LONDON_METALS,15,E2,1.0,1,ORB_G6,1263,0.5044,0.0763,0.0931,0.3672,True,True,active,2026-03-23 16:02:15.092195+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G5_FAST5,886,0.4052,0.0761,0.0758,0.9882,False,True,active,2026-03-23 16:02:16.375537+10:00
MNQ,LONDON_METALS,15,E2,1.0,1,ORB_G5_CONT,1261,0.5044,0.0761,0.0928,0.364,True,True,active,2026-03-23 16:02:14.728681+10:00
MNQ,LONDON_METALS,30,E2,2.5,1,ORB_G6_CONT,1217,0.3213,0.0758,0.0485,1.1458,False,True,active,2026-03-23 16:02:19.463486+10:00
MNQ,LONDON_METALS,15,E2,1.0,1,ORB_G6_CONT,1260,0.504,0.0757,0.0923,0.3668,True,True,active,2026-03-23 16:02:14.921925+10:00
MNQ,LONDON_METALS,30,E2,2.5,1,ORB_G6,1221,0.321,0.075,0.048,1.0931,False,True,active,2026-03-23 16:02:19.595361+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G6_FAST5,876,0.3904,0.0746,0.0554,0.5471,False,True,active,2026-03-23 16:02:18.586618+10:00
MNQ,LONDON_METALS,30,E2,2.0,1,ORB_G8_CONT,1225,0.3739,0.0738,0.053,0.9919,False,True,active,2026-03-23 16:02:18.868182+10:00
MNQ,LONDON_METALS,5,E2,2.5,1,ORB_G8,1173,0.2762,0.0732,0.0549,0.4975,False,True,active,2026-03-23 16:02:19.804083+10:00
MNQ,LONDON_METALS,5,E2,2.5,1,ORB_G8_CONT,1170,0.2761,0.0729,0.0546,0.5019,False,True,active,2026-03-23 16:02:19.670866+10:00
MNQ,LONDON_METALS,30,E2,2.0,1,ORB_G8,1229,0.3735,0.0726,0.0522,0.9491,False,True,active,2026-03-23 16:02:19.165759+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G8_NOMON,946,0.3869,0.0726,0.0537,0.3983,False,True,active,2026-03-23 16:02:19.030834+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G8,1175,0.5149,0.0726,0.0907,0.9943,True,True,active,2026-03-23 16:02:15.447282+10:00
MNQ,LONDON_METALS,15,E2,1.5,1,ORB_G8_CONT,1251,0.3893,0.0724,0.0702,0.449,True,True,active,2026-03-23 16:02:17.183545+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G4_FAST5,889,0.3903,0.0722,0.0538,0.4792,False,True,active,2026-03-23 16:02:17.961050+10:00
MNQ,LONDON_METALS,15,E2,1.5,1,ORB_G8,1254,0.3892,0.0722,0.07,0.4425,True,True,active,2026-03-23 16:02:17.607480+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G8_CONT,1172,0.5145,0.072,0.0901,0.9987,True,True,active,2026-03-23 16:02:15.246315+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G6_CONT,1243,0.3886,0.072,0.0535,0.411,False,True,active,2026-03-23 16:02:18.399125+10:00
MNQ,LONDON_METALS,30,E2,2.0,1,ORB_G6_CONT,1227,0.3733,0.072,0.0518,1.0118,False,True,active,2026-03-23 16:02:18.428364+10:00
MNQ,LONDON_METALS,30,E2,2.0,1,ORB_G6,1231,0.3729,0.0709,0.051,0.9674,False,True,active,2026-03-23 16:02:18.731447+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G5_FAST5,886,0.3894,0.0706,0.0526,0.4656,False,True,active,2026-03-23 16:02:18.250482+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G6,1248,0.3878,0.0699,0.0519,0.3777,False,True,active,2026-03-23 16:02:18.366038+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G4_CONT,1259,0.3884,0.0697,0.0518,0.3638,False,True,active,2026-03-23 16:02:17.857206+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G8_NOMON,946,0.463,0.0694,0.0602,0.7041,False,True,active,2026-03-23 16:02:17.418587+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G6,1248,0.516,0.0691,0.0869,1.0087,True,True,active,2026-03-23 16:02:15.122314+10:00
MNQ,LONDON_METALS,5,E2,2.5,1,ORB_G6_CONT,1241,0.2764,0.0691,0.0521,0.4389,False,True,active,2026-03-23 16:02:19.487670+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G6_CONT,1243,0.5157,0.0688,0.0865,1.007,True,True,active,2026-03-23 16:02:14.949445+10:00
MNQ,LONDON_METALS,15,E2,1.5,1,ORB_G6_CONT,1259,0.3876,0.0687,0.0667,0.4548,True,True,active,2026-03-23 16:02:16.548100+10:00
MNQ,LONDON_METALS,15,E2,1.5,1,ORB_G4_CONT,1261,0.3878,0.0687,0.0667,0.4549,True,True,active,2026-03-23 16:02:15.776612+10:00
MNQ,LONDON_METALS,5,E2,2.5,1,ORB_G4_CONT,1257,0.2768,0.0686,0.0518,0.379,False,True,active,2026-03-23 16:02:19.267175+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G4_NOMON,1013,0.4659,0.0685,0.0597,0.53,False,True,active,2026-03-23 16:02:16.032350+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G5_CONT,1254,0.3876,0.0684,0.0509,0.3546,False,True,active,2026-03-23 16:02:18.124600+10:00
MNQ,LONDON_METALS,15,E2,1.5,1,ORB_G6,1262,0.3875,0.0684,0.0664,0.4481,True,True,active,2026-03-23 16:02:16.986973+10:00
MNQ,LONDON_METALS,15,E2,1.5,1,ORB_G4,1264,0.3877,0.0684,0.0665,0.4482,True,True,active,2026-03-23 16:02:16.130276+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G4,1264,0.5166,0.0682,0.086,0.9478,True,True,active,2026-03-23 16:02:14.647130+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G4_NOMON,1013,0.388,0.0682,0.0507,0.2131,False,True,active,2026-03-23 16:02:18.023819+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,NO_FILTER,1267,0.517,0.0682,0.086,0.9456,True,True,active,2026-03-23 16:02:14.448041+10:00
MNQ,LONDON_METALS,5,E2,2.5,1,ORB_G6,1246,0.2761,0.0681,0.0513,0.4231,False,True,active,2026-03-23 16:02:19.623027+10:00
MNQ,LONDON_METALS,15,E2,1.5,1,ORB_G5_CONT,1260,0.3873,0.068,0.066,0.4616,True,True,active,2026-03-23 16:02:16.248145+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G4_CONT,1259,0.5163,0.0679,0.0855,0.9462,True,True,active,2026-03-23 16:02:14.549172+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G5_NOMON,1010,0.4653,0.0678,0.0591,0.5189,False,True,active,2026-03-23 16:02:16.410785+10:00
MNQ,LONDON_METALS,5,E2,2.5,1,ORB_G4,1262,0.2765,0.0677,0.0511,0.3649,False,True,active,2026-03-23 16:02:19.317486+10:00
MNQ,LONDON_METALS,15,E2,1.5,1,ORB_G5,1263,0.3872,0.0677,0.0658,0.4549,True,True,active,2026-03-23 16:02:16.447766+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G4,1264,0.3877,0.0676,0.0503,0.3307,False,True,active,2026-03-23 16:02:17.831358+10:00
MNQ,LONDON_METALS,5,E2,2.5,1,NO_FILTER,1265,0.2767,0.0675,0.051,0.3603,False,True,active,2026-03-23 16:02:19.243601+10:00
MNQ,LONDON_METALS,30,E2,3.0,1,ORB_G8_FAST10,587,0.2794,0.0669,0.039,0.9417,False,True,active,2026-03-23 16:02:20.385819+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,NO_FILTER,1267,0.3875,0.0668,0.0497,0.3186,False,True,active,2026-03-23 16:02:17.780449+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G5_NOMON,1010,0.3871,0.0667,0.0496,0.1984,False,True,active,2026-03-23 16:02:18.307226+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G5,1259,0.3868,0.0663,0.0493,0.3208,False,True,active,2026-03-23 16:02:18.096928+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G5,1259,0.5147,0.0663,0.0835,0.9996,True,True,active,2026-03-23 16:02:14.836776+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G6_NOMON,1004,0.4641,0.0661,0.0576,0.5432,False,True,active,2026-03-23 16:02:16.818943+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G5_CONT,1254,0.5144,0.066,0.083,0.998,True,True,active,2026-03-23 16:02:14.753839+10:00
MNQ,LONDON_METALS,5,E2,2.5,1,ORB_G5_CONT,1252,0.2756,0.066,0.0498,0.3766,False,True,active,2026-03-23 16:02:19.350117+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G6_NOMON,1004,0.3865,0.0659,0.049,0.2394,False,True,active,2026-03-23 16:02:18.642899+10:00
MNQ,LONDON_METALS,5,E2,2.5,1,ORB_G5,1257,0.2753,0.0651,0.0491,0.3619,False,True,active,2026-03-23 16:02:19.431263+10:00
MNQ,LONDON_METALS,5,E2,3.0,1,ORB_G8,1172,0.2363,0.0638,0.0436,0.1754,False,True,active,2026-03-23 16:02:20.617113+10:00
MNQ,LONDON_METALS,30,E2,3.0,1,ORB_G6_FAST10,589,0.2784,0.0633,0.0369,0.9966,False,True,active,2026-03-23 16:02:20.068100+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G8,1175,0.4604,0.0632,0.0548,0.5743,False,True,active,2026-03-23 16:02:17.108222+10:00
MNQ,LONDON_METALS,5,E2,3.0,1,ORB_G8_CONT,1169,0.2361,0.0631,0.0431,0.1698,False,True,active,2026-03-23 16:02:20.363643+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G8_CONT,1172,0.4599,0.062,0.0538,0.5672,False,True,active,2026-03-23 16:02:17.140694+10:00
MNQ,LONDON_METALS,15,E2,1.5,1,VOL_RV12_N20,920,0.3815,0.0592,0.0574,0.6818,False,True,active,2026-03-23 16:02:17.719275+10:00
MNQ,LONDON_METALS,30,E2,1.5,1,ORB_G6,1245,0.3775,0.0592,0.057,0.9092,False,True,active,2026-03-23 16:02:17.042936+10:00
MNQ,LONDON_METALS,30,E2,1.5,1,ORB_G8,1243,0.3773,0.0591,0.0568,0.9309,False,True,active,2026-03-23 16:02:17.660253+10:00
MNQ,LONDON_METALS,30,E2,1.5,1,ORB_G6_CONT,1240,0.3774,0.0591,0.0568,0.9344,False,True,active,2026-03-23 16:02:16.619325+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G4,1264,0.462,0.059,0.0515,0.4336,False,True,active,2026-03-23 16:02:15.692176+10:00
MNQ,LONDON_METALS,30,E2,1.5,1,ORB_G8_CONT,1238,0.3772,0.0589,0.0567,0.957,False,True,active,2026-03-23 16:02:17.265063+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G6_FAST10,1061,0.3845,0.0589,0.0439,0.5804,False,True,active,2026-03-23 16:02:18.522566+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G5,1259,0.4615,0.0586,0.0511,0.4209,False,True,active,2026-03-23 16:02:16.192003+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G6,1248,0.4607,0.0582,0.0507,0.4506,False,True,active,2026-03-23 16:02:16.496922+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,NO_FILTER,1267,0.4617,0.0579,0.0506,0.4192,False,True,active,2026-03-23 16:02:15.611134+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G4_CONT,1259,0.4615,0.0579,0.0506,0.4202,False,True,active,2026-03-23 16:02:15.730240+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G5_CONT,1254,0.4609,0.0575,0.0502,0.4076,False,True,active,2026-03-23 16:02:16.220423+10:00
MNQ,LONDON_METALS,5,E2,3.0,1,ORB_G6_CONT,1239,0.2357,0.0574,0.0394,0.072,False,True,active,2026-03-23 16:02:20.039821+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G6_CONT,1243,0.4602,0.0571,0.0498,0.4373,False,True,active,2026-03-23 16:02:16.523850+10:00
MNQ,LONDON_METALS,5,E2,3.0,1,ORB_G6,1244,0.2355,0.0568,0.039,0.0644,False,True,active,2026-03-23 16:02:20.289899+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G8_NOMON,946,0.5708,0.0552,0.0602,0.9164,False,True,active,2026-03-23 16:02:15.312273+10:00
MNQ,LONDON_METALS,5,E2,3.0,1,ORB_G5_CONT,1250,0.2352,0.0551,0.0379,0.0121,False,True,active,2026-03-23 16:02:19.924955+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G4_FAST10,1076,0.3838,0.0551,0.0412,0.5215,False,True,active,2026-03-23 16:02:17.909927+10:00
MNQ,LONDON_METALS,5,E2,2.0,1,ORB_G5_FAST10,1072,0.3834,0.0548,0.0409,0.4869,False,True,active,2026-03-23 16:02:18.178831+10:00
MNQ,LONDON_METALS,5,E2,3.0,1,ORB_G4_CONT,1255,0.2351,0.0542,0.0373,0.0356,False,True,active,2026-03-23 16:02:19.855667+10:00
MNQ,LONDON_METALS,30,E2,1.0,1,ORB_G8_NOMON,1001,0.5504,0.0541,0.0568,0.3723,False,True,active,2026-03-23 16:02:15.360163+10:00
MNQ,LONDON_METALS,5,E2,3.0,1,NO_FILTER,1263,0.2352,0.0538,0.037,0.0304,False,True,active,2026-03-23 16:02:19.829874+10:00
MNQ,LONDON_METALS,30,E2,1.0,1,ORB_G6_NOMON,1003,0.5503,0.0537,0.0563,0.3575,False,True,active,2026-03-23 16:02:15.042091+10:00
MNQ,LONDON_METALS,30,E2,1.5,1,ORB_G6_CONT,1231,0.4395,0.0519,0.0436,0.6757,False,True,active,2026-03-23 16:02:16.587055+10:00
MNQ,LONDON_METALS,30,E2,1.5,1,ORB_G8_CONT,1229,0.4394,0.0519,0.0436,0.6962,False,True,active,2026-03-23 16:02:17.225451+10:00
MNQ,LONDON_METALS,30,E2,1.5,1,ORB_G8,1234,0.4392,0.0515,0.0433,0.6677,False,True,active,2026-03-23 16:02:17.633237+10:00
MNQ,LONDON_METALS,30,E2,1.5,1,ORB_G6,1236,0.4393,0.0514,0.0433,0.6479,False,True,active,2026-03-23 16:02:17.015304+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G8,1175,0.5677,0.0493,0.0538,0.6337,False,True,active,2026-03-23 16:02:15.156794+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G8_CONT,1172,0.5674,0.0489,0.0534,0.6364,False,True,active,2026-03-23 16:02:15.184712+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G4,1264,0.5712,0.0477,0.0524,0.5094,False,True,active,2026-03-23 16:02:14.474120+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,NO_FILTER,1267,0.5714,0.0475,0.0522,0.5042,False,True,active,2026-03-23 16:02:14.419506+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G5_FAST10,1072,0.4571,0.0463,0.0405,0.7117,False,True,active,2026-03-23 16:02:16.314643+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G4_CONT,1259,0.5703,0.0463,0.0509,0.4912,False,True,active,2026-03-23 16:02:14.500090+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G4_FAST10,1076,0.4572,0.046,0.0403,0.7624,False,True,active,2026-03-23 16:02:15.920215+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G6,1248,0.5689,0.0459,0.0503,0.5719,False,True,active,2026-03-23 16:02:14.863539+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G5,1259,0.5695,0.0457,0.0502,0.5412,False,True,active,2026-03-23 16:02:14.670706+10:00
MNQ,LONDON_METALS,5,E2,1.5,1,ORB_G6_FAST10,1061,0.4562,0.0457,0.04,0.7883,False,True,active,2026-03-23 16:02:16.702870+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G6_CONT,1243,0.568,0.0444,0.0487,0.5534,False,True,active,2026-03-23 16:02:14.890164+10:00
MNQ,LONDON_METALS,5,E2,1.0,1,ORB_G5_CONT,1254,0.5686,0.0443,0.0486,0.5228,False,True,active,2026-03-23 16:02:14.703956+10:00
MNQ,LONDON_METALS,30,E1,3.0,1,ORB_G8_NOMON,982,0.2179,0.0315,0.0212,1.5104,False,True,active,2026-03-23 16:02:14.396223+10:00
MNQ,LONDON_METALS,30,E1,3.0,1,ORB_G6_NOMON,984,0.2175,0.0299,0.0202,1.5888,False,True,active,2026-03-23 16:02:14.375239+10:00
MNQ,NYSE_OPEN,5,E2,2.5,1,X_MES_ATR70,390,0.3487,0.1899,0.1166,1.8221,False,True,active,2026-03-23 16:02:23.405795+10:00
MNQ,NYSE_OPEN,5,E2,1.5,1,X_MGC_ATR70,481,0.4844,0.1754,0.1444,1.3041,True,True,active,2026-03-23 16:02:23.103598+10:00
MNQ,NYSE_OPEN,5,E2,1.0,1,X_MES_ATR60,544,0.5993,0.1683,0.1759,1.7841,True,True,active,2026-03-23 16:02:22.389326+10:00
MNQ,NYSE_OPEN,5,E2,1.5,1,X_MES_ATR60,532,0.4756,0.1581,0.1298,1.4609,True,True,active,2026-03-23 16:02:23.023336+10:00
MNQ,NYSE_OPEN,30,E2,1.0,1,VOL_RV12_N20,703,0.5832,0.1481,0.1525,1.6768,True,True,active,2026-03-23 16:02:22.330328+10:00
MNQ,NYSE_OPEN,15,E2,1.0,1,VOL_RV12_N20,781,0.5826,0.1429,0.1476,1.235,True,True,active,2026-03-23 16:02:22.276330+10:00
MNQ,NYSE_OPEN,5,E2,1.0,1,X_MES_ATR70,412,0.585,0.1419,0.1473,1.986,True,True,active,2026-03-23 16:02:22.443020+10:00
MNQ,NYSE_OPEN,5,E2,1.5,1,NO_FILTER,1221,0.4709,0.1411,0.1165,1.0457,True,True,active,2026-03-23 16:02:22.478242+10:00
MNQ,NYSE_OPEN,5,E2,1.5,1,ORB_G4,1220,0.4705,0.1405,0.116,1.055,True,True,active,2026-03-23 16:02:22.551228+10:00
MNQ,NYSE_OPEN,5,E2,1.5,1,ORB_G8,1215,0.47,0.1402,0.1157,1.0561,True,True,active,2026-03-23 16:02:22.779053+10:00
MNQ,NYSE_OPEN,30,E2,1.0,1,ORB_G8,928,0.5797,0.14,0.1441,1.3087,True,True,active,2026-03-23 16:02:22.174680+10:00
MNQ,NYSE_OPEN,5,E2,1.5,1,ORB_G6,1219,0.4701,0.1399,0.1155,1.0544,True,True,active,2026-03-23 16:02:22.720595+10:00
MNQ,NYSE_OPEN,5,E2,1.5,1,VOL_RV12_N20,708,0.4675,0.1371,0.1129,1.2302,True,True,active,2026-03-23 16:02:22.902814+10:00
MNQ,NYSE_OPEN,5,E2,2.0,1,NO_FILTER,1180,0.3907,0.1357,0.0956,1.7411,True,True,active,2026-03-23 16:02:23.134574+10:00
MNQ,NYSE_OPEN,5,E2,2.0,1,ORB_G4,1179,0.3902,0.1348,0.0949,1.7771,True,True,active,2026-03-23 16:02:23.187933+10:00
MNQ,NYSE_OPEN,5,E2,2.0,1,ORB_G6,1178,0.3896,0.1338,0.0942,1.7831,True,True,active,2026-03-23 16:02:23.238694+10:00
MNQ,NYSE_OPEN,15,E2,1.0,1,ORB_G4,1142,0.5788,0.1335,0.138,1.2385,True,True,active,2026-03-23 16:02:21.918927+10:00
MNQ,NYSE_OPEN,5,E2,2.0,1,ORB_G8,1174,0.3893,0.1334,0.0939,1.5861,True,True,active,2026-03-23 16:02:23.298314+10:00
MNQ,NYSE_OPEN,15,E2,1.0,1,ORB_G5,1141,0.5784,0.1331,0.1376,1.2475,True,True,active,2026-03-23 16:02:21.999126+10:00
MNQ,NYSE_OPEN,15,E2,1.0,1,ORB_G8,1140,0.5781,0.1327,0.1371,1.2473,True,True,active,2026-03-23 16:02:22.127235+10:00
MNQ,NYSE_OPEN,5,E2,1.5,1,VOL_RV12_N20,717,0.4031,0.1299,0.1212,1.6123,True,True,active,2026-03-23 16:02:22.983809+10:00
MNQ,NYSE_OPEN,15,E2,1.5,1,VOL_RV12_N20,707,0.4597,0.1264,0.1034,1.1882,True,True,active,2026-03-23 16:02:22.928078+10:00
MNQ,NYSE_OPEN,15,E2,1.0,1,X_MES_ATR60,505,0.5723,0.1249,0.1283,1.5311,True,True,active,2026-03-23 16:02:22.416144+10:00
MNQ,NYSE_OPEN,15,E2,1.0,1,VOL_RV12_N20,814,0.5111,0.1249,0.1458,1.2124,True,True,active,2026-03-23 16:02:22.302220+10:00
MNQ,NYSE_OPEN,15,E2,1.5,1,X_MES_ATR60,465,0.4559,0.1199,0.0979,2.795,False,True,active,2026-03-23 16:02:23.048203+10:00
MNQ,NYSE_OPEN,5,E2,3.0,1,X_MES_ATR70,370,0.2865,0.1163,0.0659,1.3824,False,True,active,2026-03-23 16:02:23.538180+10:00
MNQ,NYSE_OPEN,5,E2,1.0,1,NO_FILTER,1249,0.5749,0.1149,0.1197,1.5828,True,True,active,2026-03-23 16:02:21.819568+10:00
MNQ,NYSE_OPEN,5,E2,1.0,1,ORB_G4,1248,0.5745,0.1146,0.1194,1.5943,True,True,active,2026-03-23 16:02:21.877315+10:00
MNQ,NYSE_OPEN,5,E2,1.0,1,ORB_G6,1247,0.5742,0.1142,0.119,1.5952,True,True,active,2026-03-23 16:02:22.051004+10:00
MNQ,NYSE_OPEN,5,E2,1.0,1,ORB_G8,1243,0.5736,0.1138,0.1184,1.6355,True,True,active,2026-03-23 16:02:22.098041+10:00
MNQ,NYSE_OPEN,5,E2,1.5,1,ORB_G6,1237,0.3969,0.1131,0.1063,1.2766,True,True,active,2026-03-23 16:02:22.742173+10:00
MNQ,NYSE_OPEN,5,E2,1.5,1,NO_FILTER,1239,0.3971,0.113,0.1062,1.2628,True,True,active,2026-03-23 16:02:22.501081+10:00
MNQ,NYSE_OPEN,5,E2,1.5,1,ORB_G8,1233,0.3966,0.1129,0.106,1.285,True,True,active,2026-03-23 16:02:22.875391+10:00
MNQ,NYSE_OPEN,15,E2,1.5,1,ORB_G4,1031,0.4549,0.1127,0.0925,1.1553,True,True,active,2026-03-23 16:02:22.585654+10:00
MNQ,NYSE_OPEN,5,E2,1.5,1,ORB_G4,1238,0.3966,0.1124,0.1056,1.2771,True,True,active,2026-03-23 16:02:22.637729+10:00
MNQ,NYSE_OPEN,15,E2,1.5,1,ORB_G5,1030,0.4544,0.1119,0.0918,1.1748,True,True,active,2026-03-23 16:02:22.663230+10:00
MNQ,NYSE_OPEN,15,E2,1.5,1,ORB_G8,1029,0.4538,0.1111,0.0911,1.1746,True,True,active,2026-03-23 16:02:22.811543+10:00
MNQ,NYSE_OPEN,30,E1,1.0,4,VOL_RV12_N20,549,0.5592,0.1035,0.1055,1.8303,True,True,active,2026-03-23 16:02:21.485740+10:00
MNQ,NYSE_OPEN,15,E2,1.5,1,VOL_RV12_N20,757,0.3871,0.1017,0.0948,1.0496,True,True,active,2026-03-23 16:02:22.958760+10:00
MNQ,NYSE_OPEN,5,E2,1.0,1,VOL_RV12_N20,721,0.5659,0.1016,0.1053,1.4924,True,True,active,2026-03-23 16:02:22.250988+10:00
MNQ,NYSE_OPEN,5,E2,1.0,1,ORB_G6,1256,0.5024,0.0991,0.1172,1.8935,True,True,active,2026-03-23 16:02:22.074014+10:00
MNQ,NYSE_OPEN,5,E2,1.0,1,NO_FILTER,1258,0.5024,0.0987,0.1168,1.8835,True,True,active,2026-03-23 16:02:21.844407+10:00
MNQ,NYSE_OPEN,5,E2,1.0,1,ORB_G8,1252,0.5016,0.0984,0.1163,1.9529,True,True,active,2026-03-23 16:02:22.223263+10:00
MNQ,NYSE_OPEN,5,E2,1.0,1,ORB_G4,1257,0.502,0.0984,0.1164,1.8995,True,True,active,2026-03-23 16:02:21.975805+10:00
MNQ,NYSE_OPEN,30,E2,1.0,1,VOL_RV12_N20,768,0.4935,0.0982,0.1142,1.4701,True,True,active,2026-03-23 16:02:22.358056+10:00
MNQ,NYSE_OPEN,15,E2,1.0,1,ORB_G4,1190,0.4958,0.0969,0.1134,1.3103,True,True,active,2026-03-23 16:02:21.949521+10:00
MNQ,NYSE_OPEN,15,E2,1.0,1,ORB_G5,1189,0.4954,0.0965,0.1129,1.3246,True,True,active,2026-03-23 16:02:22.026383+10:00
MNQ,NYSE_OPEN,15,E2,1.0,1,ORB_G8,1188,0.4949,0.0961,0.1124,1.3244,True,True,active,2026-03-23 16:02:22.151493+10:00
MNQ,NYSE_OPEN,15,E1,1.0,5,VOL_RV12_N20,606,0.5561,0.0952,0.0972,1.5508,True,True,active,2026-03-23 16:02:21.741543+10:00
MNQ,NYSE_OPEN,30,E1,1.0,5,VOL_RV12_N20,514,0.5545,0.0941,0.0959,2.0603,False,True,active,2026-03-23 16:02:21.763795+10:00
MNQ,NYSE_OPEN,15,E1,1.0,5,ORB_G4,883,0.5561,0.0934,0.0955,1.4461,True,True,active,2026-03-23 16:02:21.548206+10:00
MNQ,NYSE_OPEN,15,E2,2.0,1,VOL_RV12_N20,643,0.3717,0.0926,0.0651,1.5531,False,True,active,2026-03-23 16:02:23.351370+10:00
MNQ,NYSE_OPEN,15,E1,1.0,5,ORB_G5,882,0.5556,0.0926,0.0947,1.4763,True,True,active,2026-03-23 16:02:21.612832+10:00
MNQ,NYSE_OPEN,15,E1,1.0,5,ORB_G8,881,0.5551,0.092,0.094,1.4773,True,True,active,2026-03-23 16:02:21.667057+10:00
MNQ,NYSE_OPEN,30,E2,1.0,1,ORB_G8,1019,0.4897,0.0904,0.1053,1.3266,True,True,active,2026-03-23 16:02:22.199563+10:00
