trading_day,session,tier,side,entry_price,stop_price,target_price,exit_price,outcome,pnl_r,cum_r,rolling_20_expr,rolling_20_wr,max_dd_r
2026-01-16,CME_PRECLOSE,CORE,long,25709.0,25688.5,25729.5,25688.5,loss,-1.0,-0.87,-0.0873,0.5,2.0
2026-01-16,COMEX_SETTLE,CORE,short,25715.5,25732.5,25698.5,25732.5,loss,-1.0,-1.73,-0.1569,0.455,2.16
2026-01-16,EUROPE_FLOW,CORE,long,25827.0,25815.75,25838.25,25815.75,loss,-1.0,-1.87,-0.1703,0.455,3.16
2026-01-16,NYSE_OPEN,CORE,short,25834.0,25891.25,25776.75,25776.75,win,0.9533,0.79,0.072,0.545,3.0
2026-01-16,TOKYO_OPEN,REGIME,short,25732.5,25754.0,25711.0,25754.0,loss,-1.0,-5.38,-0.4893,0.273,5.38
2026-01-16,US_DATA_1000,CORE,long,25753.25,25711.0,25795.5,25711.0,loss,-1.0,-1.24,-0.1127,0.455,3.0
2026-01-19,EUROPE_FLOW,CORE,short,25368.75,25392.25,25345.25,25345.25,win,0.8898,-0.98,-0.0819,0.5,3.16
2026-01-19,NYSE_OPEN,CORE,short,25258.75,25298.0,25219.5,25298.0,loss,-1.0,-0.21,-0.0173,0.5,3.0
2026-01-19,TOKYO_OPEN,REGIME,short,25440.0,25470.0,25410.0,25410.0,win,0.9127,-4.47,-0.3725,0.333,5.38
2026-01-19,US_DATA_1000,CORE,long,25336.25,25311.75,25360.75,25311.75,loss,-1.0,-2.24,-0.1866,0.417,3.19
2026-01-20,CME_PRECLOSE,CORE,short,25115.0,25135.0,25095.0,25135.0,loss,-1.0,-1.87,-0.1702,0.455,3.0
2026-01-20,COMEX_SETTLE,CORE,short,25218.5,25256.5,25180.5,25180.5,win,0.9304,-0.8,-0.0663,0.5,2.16
2026-01-20,EUROPE_FLOW,CORE,short,25305.25,25320.5,25290.0,25290.0,win,0.8351,-0.15,-0.0114,0.538,3.16
2026-01-20,NYSE_OPEN,CORE,long,25347.25,25232.5,25462.0,25232.5,loss,-1.0,-1.21,-0.0929,0.462,3.0
2026-01-20,TOKYO_OPEN,REGIME,short,25361.25,25381.5,25341.0,25341.0,win,0.8733,-3.6,-0.2766,0.385,5.38
2026-01-20,US_DATA_1000,CORE,short,25269.75,25335.0,25204.5,25335.0,loss,-1.0,-3.24,-0.2492,0.385,4.19
2026-01-21,CME_PRECLOSE,CORE,short,25470.75,25492.75,25448.75,25448.75,win,0.8828,-0.99,-0.0825,0.5,3.0
2026-01-21,COMEX_SETTLE,CORE,short,25224.5,25254.5,25194.5,25254.5,loss,-1.0,-1.8,-0.1381,0.462,2.23
2026-01-21,EUROPE_FLOW,CORE,long,25206.0,25193.0,25219.0,25219.0,win,0.8093,0.66,0.0472,0.571,3.16
2026-01-21,NYSE_OPEN,CORE,short,25149.5,25223.0,25076.0,25223.0,loss,-1.0,-2.21,-0.1577,0.429,3.07
2026-01-21,TOKYO_OPEN,REGIME,long,25139.0,25115.5,25162.5,25162.5,win,0.8898,-2.71,-0.1933,0.429,5.38
2026-01-21,US_DATA_1000,CORE,short,25313.25,25342.0,25284.5,25342.0,loss,-1.0,-4.24,-0.3028,0.357,5.19
2026-01-22,CME_PRECLOSE,CORE,long,25635.0,25613.75,25656.25,25656.25,win,0.8789,-0.11,-0.0085,0.538,3.0
2026-01-22,COMEX_SETTLE,CORE,short,25694.25,25709.25,25679.25,25709.25,loss,-1.0,-2.8,-0.1997,0.429,3.23
2026-01-22,EUROPE_FLOW,CORE,short,25526.5,25550.5,25502.5,25502.5,win,0.892,1.55,0.1035,0.6,3.16
2026-01-22,NYSE_OPEN,CORE,short,25664.25,25732.25,25596.25,25596.25,win,0.9605,-1.25,-0.0832,0.467,3.07
2026-01-22,TOKYO_OPEN,REGIME,long,25558.0,25537.75,25578.25,25578.25,win,0.8733,-1.83,-0.1222,0.467,5.38
2026-01-22,US_DATA_1000,CORE,long,25585.5,25540.0,25631.0,25631.0,win,0.9415,-3.3,-0.2199,0.4,5.19
2026-01-23,CME_PRECLOSE,CORE,short,25726.5,25741.5,25711.5,25741.5,loss,-1.0,-1.11,-0.0794,0.5,3.0
2026-01-23,COMEX_SETTLE,CORE,short,25725.0,25762.75,25687.25,25762.75,loss,-1.0,-3.8,-0.253,0.4,4.23
2026-01-23,EUROPE_FLOW,CORE,long,25706.0,25696.25,25715.75,25715.75,win,0.7536,2.31,0.1442,0.625,3.16
2026-01-23,NYSE_OPEN,CORE,short,25585.25,25652.75,25517.75,25652.75,loss,-1.0,-2.25,-0.1405,0.438,3.11
2026-01-23,TOKYO_OPEN,REGIME,long,25623.25,25597.0,25649.5,25649.5,win,0.9008,-0.93,-0.0583,0.5,5.38
2026-01-23,US_DATA_1000,CORE,long,25719.75,25662.5,25777.0,25777.0,win,0.9533,-2.34,-0.1466,0.438,5.19
2026-01-26,CME_PRECLOSE,CORE,short,25881.75,25892.75,25870.75,25870.75,win,0.7785,-0.33,-0.0222,0.533,3.0
2026-01-26,COMEX_SETTLE,CORE,short,25905.75,25932.75,25878.75,25878.75,win,0.9034,-2.89,-0.1808,0.438,4.23
2026-01-26,EUROPE_FLOW,CORE,long,25682.25,25665.0,25699.5,25699.5,win,0.8528,3.16,0.1859,0.647,3.16
2026-01-26,NYSE_OPEN,CORE,long,25776.25,25704.25,25848.25,25848.25,win,0.9627,-1.28,-0.0756,0.471,3.11
2026-01-26,TOKYO_OPEN,REGIME,long,25582.5,25543.25,25621.75,25621.75,win,0.9325,0.0,0.0,0.529,5.38
2026-01-26,US_DATA_1000,CORE,short,25826.75,25845.25,25808.25,25808.25,win,0.8621,-1.48,-0.0872,0.471,5.19
2026-01-27,CME_PRECLOSE,CORE,short,26082.25,26100.25,26064.25,26064.25,win,0.8585,0.53,0.0329,0.562,3.0
2026-01-27,COMEX_SETTLE,CORE,long,26094.5,26076.25,26112.75,26076.25,loss,-1.0,-3.89,-0.229,0.412,4.33
2026-01-27,EUROPE_FLOW,CORE,short,25999.75,26013.5,25986.0,26013.5,loss,-1.0,2.16,0.12,0.611,3.16
2026-01-27,NYSE_OPEN,CORE,short,25955.25,26012.5,25898.0,26012.5,loss,-1.0,-2.28,-0.1269,0.444,3.15
2026-01-27,TOKYO_OPEN,REGIME,long,25891.5,25876.25,25906.75,25906.75,win,0.8351,0.84,0.0464,0.556,5.38
2026-01-27,US_DATA_1000,CORE,short,26038.25,26066.0,26010.5,26066.0,loss,-1.0,-2.48,-0.1379,0.444,5.19
2026-01-28,CME_PRECLOSE,CORE,long,26172.25,26151.0,26193.5,26151.0,loss,-1.0,-0.47,-0.0279,0.529,3.0
2026-01-28,COMEX_SETTLE,CORE,short,26150.75,26166.75,26134.75,26166.75,loss,-1.0,-4.89,-0.2718,0.389,5.33
2026-01-28,EUROPE_FLOW,CORE,long,26309.75,26292.0,26327.5,26292.0,loss,-1.0,1.16,0.061,0.579,3.16
2026-01-28,NYSE_OPEN,CORE,short,26229.75,26289.0,26170.5,26289.0,loss,-1.0,-3.28,-0.1729,0.421,4.15
2026-01-28,TOKYO_OPEN,REGIME,long,26141.25,26135.25,26147.25,26147.25,win,0.6282,1.46,0.077,0.579,5.38
2026-01-28,US_DATA_1000,CORE,short,26236.75,26265.5,26208.0,26208.0,win,0.909,-1.57,-0.0828,0.474,5.19
2026-01-29,CME_PRECLOSE,CORE,long,25928.0,25911.75,25944.25,25944.25,win,0.8445,0.37,0.0206,0.556,3.0
2026-01-29,COMEX_SETTLE,CORE,long,25848.5,25820.0,25877.0,25877.0,win,0.9083,-3.98,-0.2097,0.421,5.33
2026-01-29,EUROPE_FLOW,CORE,short,26244.75,26258.5,26231.0,26258.5,loss,-1.0,0.16,0.008,0.55,3.16
2026-01-29,NYSE_OPEN,CORE,short,26082.25,26177.25,25987.25,25987.25,win,0.9716,-2.31,-0.1157,0.45,4.15
2026-01-29,TOKYO_OPEN,REGIME,short,26104.5,26179.75,26029.25,26179.75,loss,-1.0,0.46,0.0232,0.55,5.38
2026-01-29,US_DATA_1000,CORE,short,25753.0,25868.5,25637.5,25637.5,win,0.9766,-0.6,-0.0299,0.5,5.19
2026-01-30,COMEX_SETTLE,CORE,long,25683.25,25601.25,25765.25,25765.25,win,0.9671,-3.02,-0.1508,0.45,5.33
2026-01-30,EUROPE_FLOW,CORE,long,25774.25,25744.0,25804.5,25804.5,win,0.9133,1.07,0.1036,0.6,3.16
2026-01-30,NYSE_OPEN,CORE,long,25917.25,25813.0,26021.5,25813.0,loss,-1.0,-3.31,-0.1157,0.45,4.17
2026-01-30,TOKYO_OPEN,REGIME,short,25963.75,25991.0,25936.5,25936.5,win,0.9043,1.37,0.1184,0.6,5.38
2026-01-30,US_DATA_1000,CORE,long,25878.75,25810.25,25947.25,25810.25,loss,-1.0,-1.6,-0.1271,0.45,5.19
2026-02-02,CME_PRECLOSE,CORE,short,25843.5,25864.75,25822.25,25864.75,loss,-1.0,-0.63,-0.0331,0.526,3.0
2026-02-02,COMEX_SETTLE,CORE,long,25917.5,25910.0,25925.0,25925.0,win,0.6911,-2.33,-0.0663,0.5,5.33
2026-02-02,EUROPE_FLOW,CORE,long,25265.75,25231.75,25299.75,25299.75,win,0.9225,2.0,0.1108,0.6,3.16
2026-02-02,NYSE_OPEN,CORE,long,25669.0,25540.25,25797.75,25797.75,win,0.9789,-2.33,-0.0167,0.5,4.17
2026-02-02,TOKYO_OPEN,REGIME,long,25538.75,25487.25,25590.25,25590.25,win,0.9482,2.32,0.2158,0.65,5.38
2026-02-02,US_DATA_1000,CORE,long,25798.25,25714.0,25882.5,25882.5,win,0.968,-0.63,-0.0287,0.5,5.19
2026-02-03,CME_PRECLOSE,CORE,long,25415.25,25385.5,25445.0,25445.0,win,0.912,0.28,0.0141,0.55,3.0
2026-02-03,COMEX_SETTLE,CORE,short,25295.0,25331.5,25258.5,25258.5,win,0.9276,-1.4,0.0301,0.55,5.33
2026-02-03,EUROPE_FLOW,CORE,long,25998.5,25988.25,26008.75,25988.25,loss,-1.0,1.0,0.0192,0.55,3.16
2026-02-03,NYSE_OPEN,CORE,short,25838.5,25952.5,25724.5,25724.5,win,0.9763,-1.36,0.0821,0.55,4.17
2026-02-03,TOKYO_OPEN,REGIME,short,25937.25,25955.5,25919.0,25919.0,win,0.8603,3.18,0.3088,0.7,5.38
2026-02-03,US_DATA_1000,CORE,short,25564.75,25647.25,25482.25,25482.25,win,0.9673,0.34,0.0696,0.55,5.19
2026-02-05,CME_PRECLOSE,CORE,short,24594.75,24621.0,24568.5,24568.5,win,0.9008,1.18,0.1092,0.6,3.0
2026-02-05,COMEX_SETTLE,CORE,short,24728.0,24774.25,24681.75,24681.75,win,0.9425,-0.46,0.034,0.55,5.33
2026-02-05,EUROPE_FLOW,CORE,short,25063.5,25086.5,25040.5,25086.5,loss,-1.0,-0.0,0.0192,0.55,3.16
2026-02-05,NYSE_OPEN,CORE,long,24815.25,24651.75,24978.75,24651.75,loss,-1.0,-2.36,-0.0153,0.5,4.17
2026-02-05,TOKYO_OPEN,REGIME,long,25068.75,25030.25,25107.25,25107.25,win,0.9313,4.11,0.3116,0.7,5.38
2026-02-05,US_DATA_1000,CORE,short,24679.75,24805.5,24554.0,24554.0,win,0.9784,1.32,0.1685,0.6,5.19
2026-02-06,CME_PRECLOSE,CORE,long,25169.25,25147.0,25191.5,25191.5,win,0.884,2.07,0.1117,0.6,3.0
2026-02-06,COMEX_SETTLE,CORE,long,25098.75,25080.25,25117.25,25080.25,loss,-1.0,-1.46,-0.0605,0.5,5.33
2026-02-06,EUROPE_FLOW,CORE,short,24513.75,24551.25,24476.25,24551.25,loss,-1.0,-1.0,-0.076,0.5,4.16
2026-02-06,NYSE_OPEN,CORE,long,24887.25,24700.5,25074.0,25074.0,win,0.9854,-1.37,-0.0148,0.5,4.17
2026-02-06,TOKYO_OPEN,REGIME,short,24278.75,24337.5,24220.0,24337.5,loss,-1.0,3.11,0.3116,0.7,5.38
2026-02-06,US_DATA_1000,CORE,short,24782.25,24863.75,24700.75,24863.75,loss,-1.0,0.32,0.0714,0.55,5.19
2026-02-09,CME_PRECLOSE,CORE,long,25376.0,25365.5,25386.5,25365.5,loss,-1.0,1.07,0.0213,0.55,3.0
2026-02-09,COMEX_SETTLE,CORE,long,25372.5,25330.5,25414.5,25414.5,win,0.9368,-0.52,0.0364,0.55,5.33
2026-02-09,EUROPE_FLOW,CORE,long,25170.5,25156.0,25185.0,25156.0,loss,-1.0,-2.0,-0.1645,0.45,5.16
2026-02-09,NYSE_OPEN,CORE,long,25075.5,24955.5,25195.5,25195.5,win,0.9774,-0.4,-0.014,0.5,4.17
2026-02-09,TOKYO_OPEN,REGIME,long,25329.5,25269.25,25389.75,25269.25,loss,-1.0,2.11,0.3116,0.7,5.38
2026-02-09,US_DATA_1000,CORE,long,25165.0,25103.25,25226.75,25226.75,win,0.9566,1.27,0.0716,0.55,5.19
2026-02-10,CME_PRECLOSE,CORE,short,25241.75,25265.5,25218.0,25218.0,win,0.8909,1.96,0.1158,0.6,3.0
2026-02-10,COMEX_SETTLE,CORE,long,25307.5,25271.0,25344.0,25271.0,loss,-1.0,-1.52,-0.0579,0.5,5.33
2026-02-10,EUROPE_FLOW,CORE,long,25327.5,25306.75,25348.25,25348.25,win,0.8761,-1.13,-0.0707,0.5,5.16
2026-02-10,NYSE_OPEN,CORE,short,25346.0,25410.25,25281.75,25281.75,win,0.9582,0.56,-0.0149,0.5,4.17
2026-02-10,TOKYO_OPEN,REGIME,short,25343.0,25362.75,25323.25,25323.25,win,0.8703,2.98,0.311,0.7,5.38
2026-02-10,US_DATA_1000,CORE,long,25405.25,25380.0,25430.5,25430.5,win,0.8971,2.17,0.1664,0.6,5.19
2026-02-11,CME_PRECLOSE,CORE,short,25302.0,25321.75,25282.25,25321.75,loss,-1.0,0.96,0.1158,0.6,3.0
2026-02-11,COMEX_SETTLE,CORE,long,25288.0,25258.0,25318.0,25258.0,loss,-1.0,-2.52,-0.1476,0.45,5.33
2026-02-11,EUROPE_FLOW,CORE,short,25265.75,25284.75,25246.75,25284.75,loss,-1.0,-2.13,-0.0707,0.5,5.29
2026-02-11,NYSE_OPEN,CORE,short,25366.75,25465.5,25268.0,25268.0,win,0.9726,1.54,0.0837,0.55,4.17
2026-02-11,TOKYO_OPEN,REGIME,long,25284.25,25271.5,25297.0,25271.5,loss,-1.0,1.98,0.218,0.65,5.38
2026-02-11,US_DATA_1000,CORE,short,25272.0,25342.75,25201.25,25201.25,win,0.962,3.13,0.1662,0.6,5.19
2026-02-12,CME_PRECLOSE,CORE,short,24768.25,24808.5,24728.0,24728.0,win,0.9342,1.89,0.1251,0.6,3.0
2026-02-12,COMEX_SETTLE,CORE,long,24857.0,24824.75,24889.25,24889.25,win,0.9185,-1.6,-0.0517,0.5,5.33
2026-02-12,EUROPE_FLOW,CORE,long,25335.25,25313.25,25357.25,25357.25,win,0.8828,-1.25,0.0235,0.55,5.29
2026-02-12,NYSE_OPEN,CORE,short,25314.75,25377.5,25252.0,25252.0,win,0.9573,2.49,0.0827,0.55,4.17
2026-02-12,TOKYO_OPEN,REGIME,short,25223.25,25248.5,25198.0,25248.5,loss,-1.0,0.98,0.218,0.65,5.38
2026-02-12,US_DATA_1000,CORE,short,25178.0,25251.75,25104.25,25251.75,loss,-1.0,2.13,0.0686,0.55,5.19
2026-02-13,COMEX_SETTLE,CORE,long,24983.5,24943.25,25023.75,24943.25,loss,-1.0,-2.6,-0.0517,0.5,5.33
2026-02-13,EUROPE_FLOW,CORE,long,24744.0,24713.25,24774.75,24774.75,win,0.9147,-0.33,0.0271,0.55,5.29
2026-02-13,NYSE_OPEN,CORE,short,24691.0,24800.0,24582.0,24582.0,win,0.9752,3.47,0.1815,0.6,4.17
2026-02-13,TOKYO_OPEN,REGIME,long,24862.5,24801.75,24923.25,24801.75,loss,-1.0,-0.02,0.218,0.65,5.38
2026-02-13,US_DATA_1000,CORE,long,24778.75,24691.75,24865.75,24865.75,win,0.969,3.1,0.167,0.6,5.19
2026-02-16,EUROPE_FLOW,CORE,long,24845.5,24821.5,24869.5,24869.5,win,0.892,0.56,0.1217,0.6,5.29
2026-02-16,NYSE_OPEN,CORE,short,24744.0,24777.0,24711.0,24711.0,win,0.9203,4.39,0.1798,0.6,4.17
2026-02-16,TOKYO_OPEN,REGIME,long,24843.25,24810.75,24875.75,24810.75,loss,-1.0,-1.02,0.218,0.65,5.38
2026-02-16,US_DATA_1000,CORE,long,24792.0,24767.25,24816.75,24767.25,loss,-1.0,2.1,0.167,0.6,5.19
2026-02-17,CME_PRECLOSE,CORE,short,24757.0,24786.25,24727.75,24786.25,loss,-1.0,0.89,0.0327,0.55,3.0
2026-02-17,COMEX_SETTLE,CORE,long,24802.25,24750.5,24854.0,24854.0,win,0.9484,-1.65,-0.0463,0.5,5.33
2026-02-17,EUROPE_FLOW,CORE,short,24606.75,24631.0,24582.5,24631.0,loss,-1.0,-0.44,0.0272,0.55,5.29
2026-02-17,NYSE_OPEN,CORE,long,24761.75,24605.75,24917.75,24605.75,loss,-1.0,3.39,0.1798,0.6,4.17
2026-02-17,TOKYO_OPEN,REGIME,short,24805.0,24827.75,24782.25,24827.75,loss,-1.0,-2.02,0.1224,0.6,6.13
2026-02-17,US_DATA_1000,CORE,long,24566.75,24461.25,24672.25,24461.25,loss,-1.0,1.1,0.167,0.6,5.19
2026-02-18,CME_PRECLOSE,CORE,long,24977.75,24936.0,25019.5,24936.0,loss,-1.0,-0.11,-0.0617,0.5,3.0
2026-02-18,COMEX_SETTLE,CORE,short,25046.25,25072.75,25019.75,25019.75,win,0.9017,-0.75,0.0488,0.55,5.33
2026-02-18,EUROPE_FLOW,CORE,short,24818.5,24828.75,24808.25,24808.25,win,0.7642,0.33,0.0237,0.55,5.29
2026-02-18,NYSE_OPEN,CORE,long,24834.25,24752.0,24916.5,24916.5,win,0.9672,4.36,0.2782,0.65,4.17
2026-02-18,TOKYO_OPEN,REGIME,long,24734.0,24707.75,24760.25,24760.25,win,0.9008,-1.12,0.1237,0.6,6.13
2026-02-18,US_DATA_1000,CORE,long,25018.0,24937.0,25099.0,25099.0,win,0.9667,2.07,0.2654,0.65,5.19
2026-02-19,CME_PRECLOSE,CORE,long,24838.0,24804.75,24871.25,24871.25,win,0.9209,0.81,0.0343,0.55,3.0
2026-02-19,COMEX_SETTLE,CORE,long,24804.25,24769.0,24839.5,24839.5,win,0.9252,0.17,0.0485,0.55,5.33
2026-02-19,EUROPE_FLOW,CORE,short,25011.25,25029.0,24993.5,25029.0,loss,-1.0,-0.67,-0.0668,0.5,5.29
2026-02-19,NYSE_OPEN,CORE,short,24813.25,24883.25,24743.25,24883.25,loss,-1.0,3.36,0.2782,0.65,4.17
2026-02-19,TOKYO_OPEN,REGIME,short,24954.5,24974.0,24935.0,24935.0,win,0.8687,-0.25,0.1227,0.6,6.13
2026-02-19,US_DATA_1000,CORE,long,24950.75,24842.25,25059.25,24842.25,loss,-1.0,1.07,0.2654,0.65,5.19
2026-02-20,CME_PRECLOSE,CORE,short,25043.75,25065.0,25022.5,25065.0,loss,-1.0,-0.19,0.0343,0.55,3.0
2026-02-20,EUROPE_FLOW,CORE,long,24950.0,24937.75,24962.25,24937.75,loss,-1.0,-1.67,-0.1614,0.45,5.29
2026-02-20,NYSE_OPEN,CORE,long,24819.75,24677.0,24962.5,24962.5,win,0.981,4.34,0.2792,0.65,4.17
