strategy_id,orb_label,entry_model,rr_target,confirm_bars,filter_type,regime_n,regime_wr,regime_exp_r,regime_sharpe,regime_maxdd,regime_validated,full_n,full_wr,full_exp_r,full_sharpe,full_maxdd,full_validated,delta_exp_r,delta_sharpe
MGC_1100_E1_RR1.0_CB4_ORB_L4,1100,E1,1.0,4,ORB_L4,100,0.49,-0.2016,-0.2451,23.1195,False,1009,0.5005,-0.2606,-0.3478,266.4308,False,0.059,0.1027
MGC_1100_E1_RR1.5_CB4_ORB_L3,1100,E1,1.5,4,ORB_L3,60,0.4,-0.2144,-0.22,16.0249,False,884,0.4027,-0.2734,-0.3054,245.8199,False,0.059,0.0854
MGC_1100_E1_RR4.0_CB5_ORB_L4,1100,E1,4.0,5,ORB_L4,100,0.1818,-0.2602,-0.1645,33.3915,False,1002,0.1835,-0.3192,-0.2203,315.3052,False,0.059,0.0558
MGC_1800_E2_RR1.0_CB5_ORB_G3,1800,E2,1.0,5,ORB_G3,134,0.4851,-0.1347,-0.1503,20.3529,False,235,0.4549,-0.1937,-0.2185,47.9155,False,0.059,0.0682
MGC_1800_E3_RR1.0_CB3_ORB_L4,1800,E3,1.0,3,ORB_L4,156,0.4872,-0.2797,-0.3748,46.5903,False,1075,0.513,-0.3386,-0.5132,363.655,False,0.0589,0.1384
MGC_0030_E3_RR2.5_CB3_ORB_G6,0030,E3,2.5,3,ORB_G6,74,0.2615,-0.1646,-0.1163,19.4226,False,122,0.24,-0.2234,-0.1607,32.6263,False,0.0588,0.0444
MGC_0900_E1_RR1.5_CB2_ORB_G2,0900,E1,1.5,2,ORB_G2,147,0.4354,-0.0614,-0.057,17.2722,False,269,0.4151,-0.1202,-0.1142,41.85,False,0.0588,0.0572
MGC_1000_E3_RR4.0_CB3_ORB_L3,1000,E3,4.0,3,ORB_L3,108,0.1852,-0.396,-0.3058,44.601,False,1040,0.1956,-0.4548,-0.4002,472.1039,False,0.0588,0.0944
MGC_2300_E3_RR1.5_CB1_ORB_G8,2300,E3,1.5,1,ORB_G8,36,0.5,0.1575,0.1341,7.0043,True,59,0.4737,0.0987,0.0844,7.0043,False,0.0588,0.0497
MGC_2300_E3_RR4.0_CB4_NO_FILTER,2300,E3,4.0,4,NO_FILTER,222,0.1809,-0.2475,-0.1535,54.2038,False,1078,0.1867,-0.3063,-0.2088,295.2921,False,0.0588,0.0553
MGC_1100_E1_RR1.5_CB3_ORB_L8,1100,E1,1.5,3,ORB_L8,197,0.3807,-0.1901,-0.1828,38.6239,False,1186,0.3988,-0.2488,-0.2656,295.0857,False,0.0587,0.0828
MGC_2300_E3_RR1.5_CB5_ORB_L6,2300,E3,1.5,5,ORB_L6,143,0.3901,-0.2117,-0.213,31.2471,False,920,0.3953,-0.2703,-0.2958,242.7318,False,0.0586,0.0828
MGC_0030_E1_RR3.0_CB2_ORB_L6,0030,E1,3.0,2,ORB_L6,163,0.2028,-0.3193,-0.2355,56.6986,False,1101,0.1972,-0.3778,-0.2992,326.9538,False,0.0585,0.0637
MGC_1800_E3_RR1.0_CB1_ORB_G3,1800,E3,1.0,1,ORB_G3,140,0.5429,-0.0785,-0.0922,13.6287,False,243,0.5103,-0.137,-0.1612,37.5982,False,0.0585,0.069
MGC_2300_E3_RR3.0_CB3_ORB_L4,2300,E3,3.0,3,ORB_L4,75,0.2466,-0.249,-0.1879,20.2786,False,809,0.2448,-0.3075,-0.2503,240.697,False,0.0585,0.0624
MGC_0030_E2_RR4.0_CB5_ORB_L6,0030,E2,4.0,5,ORB_L6,150,0.1228,-0.4698,-0.3294,57.9002,False,1030,0.119,-0.5282,-0.4088,347.2134,False,0.0584,0.0794
MGC_0900_E2_RR3.0_CB5_ORB_G4,0900,E2,3.0,5,ORB_G4,74,0.3014,0.1064,0.0627,16.8361,True,121,0.2844,0.048,0.0287,16.8361,False,0.0584,0.034
MGC_0900_E1_RR3.0_CB5_ORB_G4,0900,E1,3.0,5,ORB_G4,74,0.3014,0.1064,0.0627,16.8529,True,121,0.2844,0.0481,0.0288,16.8529,False,0.0583,0.0339
MGC_1800_E3_RR1.0_CB2_ORB_G2,1800,E3,1.0,2,ORB_G2,213,0.5023,-0.1794,-0.2177,43.7035,False,525,0.4838,-0.2377,-0.2993,132.2237,False,0.0583,0.0816
MGC_1800_E1_RR2.0_CB4_ORB_L8,1800,E1,2.0,4,ORB_L8,234,0.3205,-0.1941,-0.1645,50.9348,False,1215,0.3328,-0.2523,-0.2357,305.9686,False,0.0582,0.0712
MGC_2300_E3_RR4.0_CB3_NO_FILTER,2300,E3,4.0,3,NO_FILTER,236,0.1822,-0.2413,-0.1491,60.472,False,1130,0.1879,-0.2995,-0.2031,306.0389,False,0.0582,0.054
MGC_1800_E3_RR3.0_CB3_ORB_G6,1800,E3,3.0,3,ORB_G6,30,0.3667,0.3516,0.1945,6.0,True,51,0.3469,0.2936,0.1636,7.0,True,0.058,0.0309
MGC_0030_E3_RR2.5_CB5_ORB_L8,0030,E3,2.5,5,ORB_L8,161,0.269,-0.2339,-0.184,39.9376,False,933,0.2745,-0.2918,-0.2506,229.2079,False,0.0579,0.0666
MGC_0030_E3_RR3.0_CB4_NO_FILTER,0030,E3,3.0,4,NO_FILTER,207,0.2303,-0.2416,-0.1731,50.3366,False,1039,0.2349,-0.2995,-0.234,258.7221,False,0.0579,0.0609
MGC_0030_E1_RR3.0_CB5_ORB_L6,0030,E1,3.0,5,ORB_L6,150,0.1933,-0.3439,-0.2549,47.8359,False,1030,0.1875,-0.4016,-0.3202,279.0598,False,0.0577,0.0653
MGC_1800_E3_RR1.0_CB1_ORB_G5,1800,E3,1.0,1,ORB_G5,52,0.6538,0.1652,0.1926,3.4918,True,81,0.6173,0.1076,0.1223,4.2975,False,0.0576,0.0703
MGC_1800_E3_RR1.0_CB4_ORB_G3,1800,E3,1.0,4,ORB_G3,130,0.5308,-0.0949,-0.1107,15.6358,False,228,0.5,-0.1525,-0.1788,37.5737,False,0.0576,0.0681
MGC_0900_E2_RR2.5_CB3_ORB_G3,0900,E2,2.5,3,ORB_G3,96,0.3438,0.0928,0.0611,13.5128,True,154,0.3264,0.0353,0.0236,13.5128,False,0.0575,0.0375
MGC_1800_E3_RR2.0_CB3_ORB_G6,1800,E3,2.0,3,ORB_G6,30,0.5333,0.4636,0.3326,3.0,True,51,0.5098,0.4061,0.2913,3.3134,True,0.0575,0.0413
MGC_1000_E3_RR2.0_CB4_ORB_G2,1000,E3,2.0,4,ORB_G2,179,0.3799,-0.0617,-0.0511,20.7294,False,288,0.3624,-0.1191,-0.1011,34.9323,False,0.0574,0.05
MGC_2300_E1_RR4.0_CB4_ORB_G3,2300,E1,4.0,4,ORB_G3,202,0.135,-0.4039,-0.2665,72.2969,False,531,0.1237,-0.4613,-0.3209,183.7431,False,0.0574,0.0544
MGC_1100_E1_RR2.5_CB3_ORB_L3,1100,E1,2.5,3,ORB_L3,60,0.2667,-0.2817,-0.2338,21.0818,False,893,0.2654,-0.339,-0.3048,307.6769,False,0.0573,0.071
MGC_1000_E3_RR1.5_CB4_ORB_G8,1000,E3,1.5,4,ORB_G8,22,0.4091,-0.0581,-0.0501,4.6902,False,34,0.3824,-0.1153,-0.101,9.1406,False,0.0572,0.0509
MGC_1000_E3_RR1.5_CB5_ORB_G8,1000,E3,1.5,5,ORB_G8,22,0.4091,-0.0581,-0.0501,4.6902,False,34,0.3824,-0.1153,-0.101,9.1406,False,0.0572,0.0509
MGC_0900_E2_RR3.0_CB4_ORB_G2,0900,E2,3.0,4,ORB_G2,144,0.2448,-0.1418,-0.0934,28.4655,False,264,0.2341,-0.1989,-0.1363,61.1858,False,0.0571,0.0429
MGC_1100_E2_RR1.5_CB5_ORB_L4,1100,E2,1.5,5,ORB_L4,100,0.39,-0.2061,-0.2057,23.1778,False,1002,0.3962,-0.2632,-0.2859,265.0835,False,0.0571,0.0802
MGC_1800_E1_RR1.0_CB3_ORB_G2,1800,E1,1.0,3,ORB_G2,216,0.4861,-0.1666,-0.1931,40.1778,False,529,0.4668,-0.2237,-0.268,124.2606,False,0.0571,0.0749
MGC_1800_E2_RR1.0_CB3_ORB_G2,1800,E2,1.0,3,ORB_G2,216,0.4907,-0.1602,-0.1861,38.7733,False,529,0.4706,-0.2173,-0.2602,122.7408,False,0.0571,0.0741
MGC_2300_E3_RR1.0_CB1_ORB_G8,2300,E3,1.0,1,ORB_G8,36,0.5833,0.0789,0.0853,5.3983,True,59,0.5517,0.0218,0.0235,5.3983,False,0.0571,0.0618
MGC_0900_E2_RR3.0_CB2_ORB_G4,0900,E2,3.0,2,ORB_G4,76,0.3553,0.2934,0.1672,10.0,True,125,0.3391,0.2364,0.1362,10.0,True,0.057,0.031
MGC_2300_E2_RR4.0_CB4_ORB_G5,2300,E2,4.0,4,ORB_G5,113,0.092,-0.5764,-0.4303,54.1592,False,198,0.0797,-0.6334,-0.5064,91.287,False,0.057,0.0761
MGC_0900_E2_RR1.5_CB3_ORB_G2,0900,E2,1.5,3,ORB_G2,144,0.4444,-0.0346,-0.0318,11.2301,False,264,0.4247,-0.0915,-0.0858,30.2393,False,0.0569,0.054
MGC_0900_E2_RR4.0_CB2_ORB_G4,0900,E2,4.0,2,ORB_G4,76,0.2763,0.2563,0.1252,15.0,True,125,0.2632,0.1994,0.0988,15.0,True,0.0569,0.0264
MGC_0900_E3_RR3.0_CB2_ORB_G4,0900,E3,3.0,2,ORB_G4,74,0.3514,0.2509,0.1464,10.0,True,122,0.3333,0.1941,0.1143,10.0,True,0.0568,0.0321
MGC_1000_E3_RR3.0_CB4_ORB_G3,1000,E3,3.0,4,ORB_G3,126,0.3254,0.109,0.0678,14.7473,True,170,0.3077,0.0522,0.0329,14.7473,False,0.0568,0.0349
MGC_2300_E3_RR2.0_CB5_ORB_G8,2300,E3,2.0,5,ORB_G8,31,0.4667,0.2965,0.2103,5.8139,True,50,0.4468,0.2397,0.1719,6.8139,False,0.0568,0.0384
MGC_1800_E1_RR4.0_CB1_ORB_G2,1800,E1,4.0,1,ORB_G2,223,0.1765,-0.2666,-0.1672,62.4648,False,546,0.1682,-0.3233,-0.2136,187.3457,False,0.0567,0.0464
MGC_1800_E2_RR1.5_CB4_ORB_L4,1800,E2,1.5,4,ORB_L4,164,0.3902,-0.1986,-0.1971,36.3116,False,1108,0.4049,-0.2553,-0.2796,284.3199,False,0.0567,0.0825
MGC_1800_E3_RR3.0_CB1_ORB_G2,1800,E3,3.0,1,ORB_G2,218,0.2385,-0.2298,-0.1657,56.915,False,535,0.226,-0.2865,-0.2156,162.5662,False,0.0567,0.0499
MGC_1000_E3_RR1.5_CB2_ORB_G8,1000,E3,1.5,2,ORB_G8,22,0.4091,-0.0598,-0.0517,6.6902,False,34,0.3824,-0.1164,-0.1021,11.1406,False,0.0566,0.0504
MGC_1000_E3_RR1.5_CB3_ORB_G8,1000,E3,1.5,3,ORB_G8,22,0.4091,-0.0598,-0.0517,6.6902,False,34,0.3824,-0.1164,-0.1021,11.1406,False,0.0566,0.0504
MGC_1800_E3_RR1.0_CB1_ORB_L3,1800,E3,1.0,1,ORB_L3,112,0.4911,-0.2973,-0.412,35.9475,False,1022,0.5117,-0.3537,-0.5489,363.2288,False,0.0564,0.1369
MGC_1800_E2_RR3.0_CB3_ORB_G5,1800,E2,3.0,3,ORB_G5,51,0.2128,-0.2214,-0.1462,12.5496,False,80,0.1944,-0.2777,-0.1875,27.5951,False,0.0563,0.0413
MGC_1800_E1_RR2.0_CB4_ORB_G2,1800,E1,2.0,4,ORB_G2,214,0.3271,-0.1556,-0.1278,39.2262,False,522,0.314,-0.2118,-0.1809,115.9599,False,0.0562,0.0531
MGC_1800_E1_RR2.5_CB4_ORB_L4,1800,E1,2.5,4,ORB_L4,164,0.2699,-0.2261,-0.1767,44.2741,False,1108,0.2792,-0.2821,-0.2422,311.7316,False,0.056,0.0655
MGC_0030_E3_RR4.0_CB5_NO_FILTER,0030,E3,4.0,5,NO_FILTER,202,0.1497,-0.3791,-0.2544,65.3823,False,996,0.1537,-0.435,-0.3233,333.0961,False,0.0559,0.0689
MGC_1800_E1_RR1.5_CB1_ORB_L3,1800,E1,1.5,1,ORB_L3,112,0.3839,-0.2739,-0.2958,36.5012,False,1040,0.3981,-0.3298,-0.3953,346.6793,False,0.0559,0.0995
MGC_1800_E3_RR1.5_CB5_ORB_G4,1800,E3,1.5,5,ORB_G4,79,0.5063,0.1144,0.1031,7.0083,True,123,0.4797,0.0585,0.0527,7.3684,False,0.0559,0.0504
MGC_0030_E1_RR1.0_CB5_ORB_L8,0030,E1,1.0,5,ORB_L8,180,0.503,-0.1278,-0.1466,28.6988,False,1086,0.4979,-0.1836,-0.2222,176.6243,False,0.0558,0.0756
MGC_1800_E3_RR1.0_CB4_ORB_G2,1800,E3,1.0,4,ORB_G2,205,0.5171,-0.1575,-0.1917,36.598,False,499,0.501,-0.2133,-0.2693,110.1527,False,0.0558,0.0776
MGC_2300_E2_RR4.0_CB2_ORB_G3,2300,E2,4.0,2,ORB_G3,215,0.1543,-0.3163,-0.1968,70.4784,False,563,0.1451,-0.3721,-0.2435,170.5506,False,0.0558,0.0467
MGC_0030_E3_RR3.0_CB4_ORB_G2,0030,E3,3.0,4,ORB_G2,205,0.2273,-0.2485,-0.1782,51.0639,False,817,0.2189,-0.3042,-0.2303,199.3985,False,0.0557,0.0521
MGC_0900_E1_RR2.5_CB3_ORB_G3,0900,E1,2.5,3,ORB_G3,96,0.3542,0.1264,0.0826,12.4912,True,154,0.3379,0.0707,0.0469,12.4912,True,0.0557,0.0357
MGC_1800_E1_RR1.5_CB5_ORB_G3,1800,E1,1.5,5,ORB_G3,134,0.403,-0.098,-0.0888,16.2646,False,235,0.382,-0.1537,-0.1422,40.5567,False,0.0557,0.0534
MGC_2300_E1_RR4.0_CB5_NO_FILTER,2300,E1,4.0,5,NO_FILTER,233,0.1436,-0.3736,-0.243,79.2623,False,1171,0.1413,-0.4293,-0.3033,392.7772,False,0.0557,0.0603
MGC_1800_E2_RR1.0_CB3_ORB_G5,1800,E2,1.0,3,ORB_G5,51,0.6078,0.1101,0.1221,5.1088,True,80,0.575,0.0545,0.0597,5.1088,False,0.0556,0.0624
MGC_1000_E1_RR3.0_CB1_ORB_G2,1000,E1,3.0,1,ORB_G2,196,0.3112,0.0445,0.0285,18.9191,False,314,0.2971,-0.0109,-0.0071,33.4796,False,0.0554,0.0356
MGC_2300_E1_RR4.0_CB5_ORB_L8,2300,E1,4.0,5,ORB_L8,197,0.1455,-0.3721,-0.2434,70.4375,False,1113,0.1425,-0.4275,-0.3028,371.9524,False,0.0554,0.0594
MGC_0030_E3_RR4.0_CB3_ORB_G2,0030,E3,4.0,3,ORB_G2,215,0.1429,-0.4047,-0.2759,73.6482,False,857,0.1352,-0.46,-0.3351,303.1175,False,0.0553,0.0592
MGC_1000_E1_RR3.0_CB3_ORB_G2,1000,E1,3.0,3,ORB_G2,189,0.2995,0.036,0.0226,22.6318,False,304,0.2876,-0.0193,-0.0125,32.2737,False,0.0553,0.0351
MGC_1000_E3_RR2.5_CB4_ORB_L3,1000,E3,2.5,4,ORB_L3,108,0.2685,-0.3734,-0.3542,43.8681,False,1028,0.2921,-0.4287,-0.4686,441.8644,False,0.0553,0.1144
MGC_1800_E2_RR1.5_CB5_ORB_G3,1800,E2,1.5,5,ORB_G3,134,0.403,-0.0991,-0.0899,16.4006,False,235,0.382,-0.1544,-0.1429,40.7054,False,0.0553,0.053
MGC_1800_E2_RR4.0_CB1_ORB_G5,1800,E2,4.0,1,ORB_G5,54,0.2075,-0.0518,-0.0277,8.6897,False,83,0.1923,-0.107,-0.058,22.7478,False,0.0552,0.0303
MGC_1000_E3_RR1.0_CB4_ORB_G8,1000,E3,1.0,4,ORB_G8,22,0.5909,0.089,0.0959,5.1522,True,34,0.5588,0.034,0.0364,5.4007,False,0.055,0.0595
MGC_1000_E3_RR1.0_CB5_ORB_G8,1000,E3,1.0,5,ORB_G8,22,0.5909,0.089,0.0959,5.1522,True,34,0.5588,0.034,0.0364,5.4007,False,0.055,0.0595
MGC_1800_E1_RR4.0_CB1_ORB_G5,1800,E1,4.0,1,ORB_G5,54,0.2075,-0.0527,-0.0282,8.7143,False,83,0.1923,-0.1077,-0.0584,22.7924,False,0.055,0.0302
MGC_1000_E1_RR1.5_CB5_ORB_L4,1000,E1,1.5,5,ORB_L4,155,0.3806,-0.2593,-0.2704,42.1506,False,1112,0.3995,-0.3142,-0.3666,351.4757,False,0.0549,0.0962
MGC_1800_E3_RR1.0_CB2_ORB_L4,1800,E3,1.0,2,ORB_L4,160,0.475,-0.2965,-0.3972,51.9963,False,1102,0.5027,-0.3514,-0.5322,387.2167,False,0.0549,0.135
MGC_0030_E2_RR1.0_CB1_ORB_L3,0030,E2,1.0,1,ORB_L3,43,0.5116,-0.1943,-0.2434,12.2477,False,671,0.5083,-0.2491,-0.3345,166.2499,False,0.0548,0.0911
MGC_0030_E3_RR2.0_CB2_ORB_L4,0030,E3,2.0,2,ORB_L4,82,0.3418,-0.2082,-0.188,20.0663,False,829,0.3407,-0.2629,-0.2541,202.8729,False,0.0547,0.0661
MGC_0900_E3_RR2.0_CB2_ORB_G2,0900,E3,2.0,2,ORB_G2,145,0.3655,-0.0821,-0.0673,19.7935,False,266,0.3487,-0.1368,-0.1148,46.6399,False,0.0547,0.0475
MGC_1800_E2_RR2.5_CB1_ORB_G5,1800,E2,2.5,1,ORB_G5,54,0.3208,0.0179,0.012,7.6117,False,83,0.3,-0.0368,-0.0248,13.9118,False,0.0547,0.0368
MGC_0900_E2_RR1.0_CB1_ORB_G8,0900,E2,1.0,1,ORB_G8,22,0.6364,0.1891,0.2055,3.0,True,47,0.6,0.1345,0.1435,3.3646,False,0.0546,0.062
MGC_1800_E2_RR2.5_CB2_ORB_G4,1800,E2,2.5,2,ORB_G4,87,0.314,-0.0103,-0.007,8.3056,False,135,0.2955,-0.0649,-0.0447,18.5383,False,0.0546,0.0377
MGC_1000_E3_RR1.0_CB3_ORB_G8,1000,E3,1.0,3,ORB_G8,22,0.5909,0.0876,0.0946,6.1522,True,34,0.5588,0.0331,0.0355,6.4007,False,0.0545,0.0591
MGC_2300_E1_RR1.0_CB4_ORB_L6,2300,E1,1.0,4,ORB_L6,158,0.5064,-0.1244,-0.1431,20.8018,False,1053,0.5059,-0.1788,-0.2185,189.2301,False,0.0544,0.0754
MGC_0030_E1_RR4.0_CB4_ORB_L6,0030,E1,4.0,4,ORB_L6,151,0.1293,-0.4486,-0.3114,56.2628,False,1047,0.1268,-0.5029,-0.383,349.0882,False,0.0543,0.0716
MGC_0900_E1_RR1.0_CB1_ORB_G2,0900,E1,1.0,1,ORB_G2,148,0.5405,-0.0798,-0.0932,20.4388,False,274,0.5166,-0.134,-0.1583,43.5311,False,0.0542,0.0651
MGC_1100_E2_RR3.0_CB5_ORB_L6,1100,E2,3.0,5,ORB_L6,152,0.2333,-0.2137,-0.149,45.8094,False,1111,0.2425,-0.2679,-0.2049,302.7093,False,0.0542,0.0559
MGC_1800_E3_RR1.0_CB3_ORB_L3,1800,E3,1.0,3,ORB_L3,106,0.5,-0.2885,-0.4015,33.6863,False,971,0.5211,-0.3425,-0.5318,333.5955,False,0.054,0.1303
MGC_0900_E2_RR2.5_CB2_ORB_G8,0900,E2,2.5,2,ORB_G8,22,0.4091,0.3352,0.204,4.0,True,47,0.3864,0.2813,0.1721,7.0,False,0.0539,0.0319
MGC_1800_E1_RR1.0_CB5_ORB_G3,1800,E1,1.0,5,ORB_G3,134,0.4776,-0.1471,-0.164,21.9964,False,235,0.4506,-0.2008,-0.2266,49.5744,False,0.0537,0.0626
MGC_1800_E3_RR1.5_CB4_ORB_G4,1800,E3,1.5,4,ORB_G4,81,0.4938,0.0869,0.0783,7.0083,True,126,0.4683,0.0332,0.03,9.3827,False,0.0537,0.0483
MGC_0900_E1_RR2.5_CB2_ORB_G8,0900,E1,2.5,2,ORB_G8,22,0.4091,0.335,0.2039,4.0,True,47,0.3864,0.2814,0.1722,7.0,False,0.0536,0.0317
MGC_1000_E2_RR2.0_CB4_ORB_L3,1000,E2,2.0,4,ORB_L3,114,0.3246,-0.2732,-0.2568,33.8506,False,1065,0.3377,-0.3267,-0.3409,348.824,False,0.0535,0.0841
MGC_0900_E1_RR1.5_CB3_ORB_G6,0900,E1,1.5,3,ORB_G6,43,0.5349,0.2371,0.203,6.6852,True,73,0.5072,0.1837,0.1562,6.6852,True,0.0534,0.0468
MGC_1800_E1_RR2.5_CB3_ORB_G2,1800,E1,2.5,3,ORB_G2,216,0.2744,-0.1819,-0.1359,42.4457,False,529,0.2635,-0.2351,-0.1829,130.8624,False,0.0532,0.047
MGC_1800_E1_RR2.0_CB1_ORB_G5,1800,E1,2.0,1,ORB_G5,54,0.4444,0.2063,0.1514,3.6116,True,83,0.4217,0.1532,0.1126,6.3521,True,0.0531,0.0388
MGC_2300_E3_RR2.0_CB5_ORB_L6,2300,E3,2.0,5,ORB_L6,143,0.3309,-0.1983,-0.1727,30.6448,False,920,0.3393,-0.2514,-0.2378,224.0673,False,0.0531,0.0651
MGC_0030_E2_RR1.5_CB1_NO_FILTER,0030,E2,1.5,1,NO_FILTER,258,0.3936,-0.1549,-0.1468,40.6927,False,1290,0.398,-0.2079,-0.2114,260.9702,False,0.053,0.0646
MGC_0030_E2_RR1.5_CB1_ORB_L8,0030,E2,1.5,1,ORB_L8,203,0.3959,-0.1696,-0.1645,33.4068,False,1203,0.3961,-0.2226,-0.2301,256.3238,False,0.053,0.0656
MGC_1100_E2_RR4.0_CB3_NO_FILTER,1100,E2,4.0,3,NO_FILTER,255,0.1811,-0.225,-0.1358,62.3041,False,1271,0.1892,-0.278,-0.1838,362.9115,False,0.053,0.048
MGC_0030_E1_RR1.5_CB1_ORB_L8,0030,E1,1.5,1,ORB_L8,203,0.3959,-0.1695,-0.1644,33.3941,False,1203,0.397,-0.2224,-0.2301,256.0199,False,0.0529,0.0657
MGC_0900_E2_RR1.0_CB1_ORB_G2,0900,E2,1.0,1,ORB_G2,148,0.5338,-0.0894,-0.104,20.3615,False,274,0.5092,-0.1423,-0.1673,44.2843,False,0.0529,0.0633
MGC_0900_E2_RR1.5_CB3_ORB_G6,0900,E2,1.5,3,ORB_G6,43,0.5349,0.2363,0.2025,6.6852,True,73,0.5072,0.1834,0.156,6.6852,True,0.0529,0.0465
MGC_1800_E1_RR2.5_CB4_ORB_L8,1800,E1,2.5,4,ORB_L8,234,0.2618,-0.2297,-0.1767,61.0395,False,1215,0.2748,-0.2826,-0.2399,340.8785,False,0.0529,0.0632
MGC_0030_E1_RR1.5_CB1_NO_FILTER,0030,E1,1.5,1,NO_FILTER,258,0.3936,-0.1549,-0.1468,40.6855,False,1290,0.3989,-0.2077,-0.2114,260.6725,False,0.0528,0.0646
MGC_0900_E2_RR1.5_CB2_ORB_G2,0900,E2,1.5,2,ORB_G2,147,0.4286,-0.0748,-0.0695,17.0842,False,269,0.4113,-0.1275,-0.1211,41.6126,False,0.0527,0.0516
MGC_1800_E3_RR3.0_CB1_ORB_L8,1800,E3,3.0,1,ORB_L8,238,0.2185,-0.3235,-0.2509,87.5527,False,1241,0.2344,-0.376,-0.3278,465.0524,False,0.0525,0.0769
MGC_2300_E1_RR4.0_CB5_ORB_G2,2300,E1,4.0,5,ORB_G2,226,0.1436,-0.3707,-0.2402,76.1393,False,871,0.1371,-0.4232,-0.2915,275.5479,False,0.0525,0.0513
MGC_0900_E2_RR4.0_CB5_ORB_G3,0900,E2,4.0,5,ORB_G3,95,0.1915,-0.1292,-0.0718,31.2276,False,153,0.1786,-0.1816,-0.103,35.483,False,0.0524,0.0312
MGC_0030_E1_RR1.5_CB5_NO_FILTER,0030,E1,1.5,5,NO_FILTER,228,0.4051,-0.1169,-0.1087,32.2062,False,1164,0.4036,-0.1692,-0.1662,163.3199,False,0.0523,0.0575
MGC_0030_E1_RR3.0_CB2_ORB_L8,0030,E1,3.0,2,ORB_L8,194,0.1976,-0.3302,-0.2435,60.5605,False,1159,0.1946,-0.3825,-0.3028,342.4514,False,0.0523,0.0593
MGC_1100_E2_RR1.5_CB3_ORB_L6,1100,E2,1.5,3,ORB_L6,156,0.3846,-0.195,-0.1901,33.6805,False,1132,0.4028,-0.2473,-0.266,282.0266,False,0.0523,0.0759
MGC_0900_E1_RR4.0_CB5_ORB_G3,0900,E1,4.0,5,ORB_G3,95,0.1915,-0.1293,-0.0718,31.2457,False,153,0.1786,-0.1815,-0.1029,35.4912,False,0.0522,0.0311
MGC_0900_E1_RR3.0_CB1_ORB_G5,0900,E1,3.0,1,ORB_G5,64,0.375,0.3608,0.2037,10.236,True,102,0.3579,0.3088,0.1751,10.236,True,0.052,0.0286
MGC_0030_E1_RR4.0_CB1_ORB_L6,0030,E1,4.0,1,ORB_L6,170,0.1523,-0.3782,-0.2565,65.1764,False,1141,0.1495,-0.4301,-0.3142,398.4707,False,0.0519,0.0577
MGC_1800_E2_RR2.5_CB4_ORB_G5,1800,E2,2.5,4,ORB_G5,51,0.3137,0.0118,0.0078,6.0,False,79,0.2949,-0.0401,-0.0268,17.0,False,0.0519,0.0346
MGC_1800_E2_RR4.0_CB1_ORB_G3,1800,E2,4.0,1,ORB_G3,145,0.1736,-0.2405,-0.1444,34.6307,False,249,0.1625,-0.2924,-0.1812,84.5778,False,0.0519,0.0368
MGC_0900_E2_RR2.5_CB3_ORB_G4,0900,E2,2.5,3,ORB_G4,75,0.3733,0.1965,0.1258,10.0,True,122,0.3571,0.1447,0.0937,10.0,True,0.0518,0.0321
MGC_0030_E2_RR1.0_CB4_ORB_L6,0030,E2,1.0,4,ORB_L6,151,0.5208,-0.1061,-0.1229,25.6108,False,1047,0.5205,-0.1578,-0.1936,152.3451,False,0.0517,0.0707
MGC_1000_E3_RR3.0_CB4_ORB_G8,1000,E3,3.0,4,ORB_G8,22,0.3182,0.1738,0.0988,7.0,True,34,0.303,0.1221,0.0707,8.157,False,0.0517,0.0281
MGC_1000_E3_RR3.0_CB5_ORB_G8,1000,E3,3.0,5,ORB_G8,22,0.3182,0.1738,0.0988,7.0,True,34,0.303,0.1221,0.0707,8.157,False,0.0517,0.0281
MGC_0030_E1_RR4.0_CB5_ORB_G3,0030,E1,4.0,5,ORB_G3,193,0.1168,-0.4817,-0.3363,65.9889,False,556,0.1065,-0.5333,-0.3932,170.3407,False,0.0516,0.0569
MGC_0900_E3_RR4.0_CB5_ORB_G2,0900,E3,4.0,5,ORB_G2,134,0.1866,-0.2319,-0.1434,39.8506,False,246,0.178,-0.2835,-0.1826,73.7517,False,0.0516,0.0392
MGC_0900_E1_RR1.5_CB3_ORB_G2,0900,E1,1.5,3,ORB_G2,144,0.4375,-0.0491,-0.0452,14.8826,False,264,0.4208,-0.1004,-0.0944,31.9177,False,0.0513,0.0492
MGC_1800_E2_RR1.0_CB2_ORB_G4,1800,E2,1.0,2,ORB_G4,87,0.5632,0.0091,0.0102,8.7997,False,135,0.5333,-0.0422,-0.0469,12.0162,False,0.0513,0.0571
MGC_0030_E3_RR3.0_CB5_ORB_G2,0030,E3,3.0,5,ORB_G2,201,0.2209,-0.2706,-0.1962,52.4574,False,784,0.213,-0.3218,-0.2456,200.664,False,0.0512,0.0494
MGC_0030_E3_RR4.0_CB4_ORB_G3,0030,E3,4.0,4,ORB_G3,175,0.1469,-0.3708,-0.2432,56.3015,False,485,0.1369,-0.422,-0.2897,149.522,False,0.0512,0.0465
MGC_1100_E1_RR2.5_CB5_ORB_L8,1100,E1,2.5,5,ORB_L8,192,0.2646,-0.2046,-0.1534,43.7589,False,1164,0.2772,-0.2558,-0.2104,295.2194,False,0.0512,0.057
