strategy_id,orb_label,entry_model,rr_target,confirm_bars,filter_type,regime_n,regime_wr,regime_exp_r,regime_sharpe,regime_maxdd,regime_validated,full_n,full_wr,full_exp_r,full_sharpe,full_maxdd,full_validated,delta_exp_r,delta_sharpe
MGC_1800_E1_RR2.5_CB2_ORB_G2,1800,E1,2.5,2,ORB_G2,220,0.2877,-0.1415,-0.1042,37.6509,False,539,0.2613,-0.2431,-0.1901,137.898,False,0.1016,0.0859
MGC_1000_E2_RR2.0_CB5_ORB_L4,1000,E2,2.0,5,ORB_L4,155,0.3419,-0.1973,-0.1748,33.6787,False,1112,0.3417,-0.2988,-0.3016,336.7088,False,0.1015,0.1268
MGC_1800_E3_RR2.0_CB1_ORB_L6,1800,E3,2.0,1,ORB_L6,221,0.3303,-0.2332,-0.2119,59.5012,False,1213,0.3358,-0.3347,-0.3509,406.806,False,0.1015,0.139
MGC_1800_E1_RR4.0_CB2_ORB_L4,1800,E1,4.0,2,ORB_L4,166,0.1939,-0.2214,-0.1387,53.9609,False,1134,0.1902,-0.3228,-0.229,363.8989,False,0.1014,0.0903
MGC_1800_E1_RR4.0_CB4_ORB_L3,1800,E1,4.0,4,ORB_L3,111,0.2018,-0.1876,-0.1153,35.278,False,999,0.1979,-0.289,-0.2001,289.8151,False,0.1014,0.0848
MGC_1800_E1_RR1.5_CB1_ORB_L4,1800,E1,1.5,1,ORB_L4,168,0.3988,-0.2201,-0.2284,44.0342,False,1152,0.3953,-0.3212,-0.3772,372.6542,False,0.1011,0.1488
MGC_1800_E1_RR1.0_CB5_ORB_L3,1800,E1,1.0,5,ORB_L3,108,0.5278,-0.1486,-0.1829,19.5588,False,993,0.5111,-0.2496,-0.336,250.9254,False,0.101,0.1531
MGC_1800_E2_RR1.0_CB2_ORB_L4,1800,E2,1.0,2,ORB_L4,166,0.5,-0.2013,-0.2501,39.1378,False,1134,0.4898,-0.3023,-0.4184,344.2686,False,0.101,0.1683
MGC_0900_E3_RR4.0_CB3_ORB_L2,0900,E3,4.0,3,ORB_L2,100,0.21,-0.3714,-0.3015,38.0861,False,931,0.218,-0.4723,-0.452,439.6677,False,0.1009,0.1505
MGC_1100_E2_RR4.0_CB3_ORB_L3,1100,E2,4.0,3,ORB_L3,60,0.2,-0.2263,-0.1447,22.6182,False,893,0.1881,-0.3272,-0.2321,299.5905,False,0.1009,0.0874
MGC_0900_E3_RR4.0_CB3_ORB_L4,0900,E3,4.0,3,ORB_L4,169,0.1953,-0.3579,-0.2705,67.271,False,1072,0.2118,-0.4586,-0.4176,497.4558,False,0.1007,0.1471
MGC_1100_E2_RR1.0_CB5_ORB_L6,1100,E2,1.0,5,ORB_L6,152,0.5197,-0.123,-0.1446,23.8505,False,1111,0.5104,-0.2237,-0.2897,251.0702,False,0.1007,0.1451
MGC_1000_E1_RR1.0_CB5_ORB_L8,1000,E1,1.0,5,ORB_L8,224,0.4911,-0.1995,-0.2409,48.8999,False,1200,0.4996,-0.3,-0.4168,361.5017,False,0.1005,0.1759
MGC_1000_E2_RR1.0_CB5_ORB_L8,1000,E2,1.0,5,ORB_L8,224,0.4866,-0.2069,-0.25,50.5079,False,1200,0.4937,-0.3074,-0.427,370.3798,False,0.1005,0.177
MGC_1800_E3_RR1.5_CB1_ORB_L6,1800,E3,1.5,1,ORB_L6,221,0.3982,-0.2299,-0.2408,57.2736,False,1213,0.4068,-0.3303,-0.3999,401.5139,False,0.1004,0.1591
MGC_0900_E1_RR2.5_CB3_ORB_G5,0900,E1,2.5,3,ORB_G5,63,0.4127,0.3299,0.2062,9.0,True,99,0.3804,0.2297,0.1455,9.0,False,0.1002,0.0607
MGC_1800_E1_RR1.5_CB5_ORB_G4,1800,E1,1.5,5,ORB_G4,81,0.4568,0.0405,0.0354,7.0155,False,126,0.4127,-0.0596,-0.0529,14.0995,False,0.1001,0.0883
MGC_1100_E1_RR3.0_CB2_NO_FILTER,1100,E1,3.0,2,NO_FILTER,256,0.2451,-0.1625,-0.1098,47.9949,False,1278,0.2439,-0.2625,-0.199,352.3586,False,0.1,0.0892
MGC_1800_E2_RR1.5_CB5_ORB_G4,1800,E2,1.5,5,ORB_G4,81,0.4568,0.0397,0.0347,7.0252,False,126,0.4127,-0.0603,-0.0535,14.1147,False,0.1,0.0882
MGC_1100_E2_RR1.0_CB4_NO_FILTER,1100,E2,1.0,4,NO_FILTER,253,0.498,-0.1231,-0.1387,32.8148,False,1260,0.5016,-0.223,-0.2825,288.606,False,0.0999,0.1438
MGC_1800_E1_RR1.0_CB4_ORB_L6,1800,E1,1.0,4,ORB_L6,216,0.5046,-0.1586,-0.1889,41.6252,False,1186,0.4975,-0.2584,-0.3416,306.3198,False,0.0998,0.1527
MGC_2300_E3_RR2.5_CB2_ORB_G8,2300,E3,2.5,2,ORB_G8,34,0.3438,0.1184,0.0754,7.4496,True,56,0.3137,0.0186,0.0122,8.5071,False,0.0998,0.0632
MGC_1100_E2_RR1.0_CB5_ORB_L8,1100,E2,1.0,5,ORB_L8,192,0.5104,-0.123,-0.1421,26.2479,False,1164,0.5069,-0.2227,-0.2858,259.174,False,0.0997,0.1437
MGC_1800_E1_RR1.5_CB3_NO_FILTER,1800,E1,1.5,3,NO_FILTER,249,0.4056,-0.1472,-0.1415,42.8687,False,1250,0.4062,-0.2469,-0.2669,313.4924,False,0.0997,0.1254
MGC_1800_E3_RR3.0_CB2_ORB_G5,1800,E3,3.0,2,ORB_G5,51,0.3137,0.134,0.079,7.0,True,80,0.2821,0.0343,0.0206,11.0,False,0.0997,0.0584
MGC_0030_E2_RR2.0_CB5_ORB_L3,0030,E2,2.0,5,ORB_L3,35,0.3333,-0.1802,-0.1528,10.3601,False,608,0.3111,-0.2798,-0.2593,140.0877,False,0.0996,0.1065
MGC_1100_E1_RR2.0_CB3_NO_FILTER,1100,E1,2.0,3,NO_FILTER,255,0.3268,-0.1501,-0.1222,39.7287,False,1271,0.3262,-0.2496,-0.2278,328.9871,False,0.0995,0.1056
MGC_1800_E1_RR2.0_CB3_ORB_L6,1800,E1,2.0,3,ORB_L6,218,0.3394,-0.1649,-0.1406,41.9713,False,1198,0.3342,-0.2644,-0.2516,315.7792,False,0.0995,0.111
MGC_1000_E3_RR1.5_CB5_ORB_L2,1000,E3,1.5,5,ORB_L2,53,0.4528,-0.3444,-0.4646,20.0443,False,894,0.4105,-0.4438,-0.6477,398.1027,False,0.0994,0.1831
MGC_1800_E1_RR2.5_CB1_ORB_L4,1800,E1,2.5,1,ORB_L4,168,0.2857,-0.2276,-0.1853,47.56,False,1152,0.2798,-0.3269,-0.2992,378.2736,False,0.0993,0.1139
MGC_1000_E1_RR1.5_CB3_ORB_L4,1000,E1,1.5,3,ORB_L4,155,0.3935,-0.2455,-0.2577,39.9984,False,1127,0.3975,-0.3446,-0.418,391.0417,False,0.0991,0.1603
MGC_1100_E1_RR1.5_CB2_ORB_L3,1100,E1,1.5,2,ORB_L3,60,0.4167,-0.1996,-0.2082,14.0613,False,898,0.3998,-0.2986,-0.343,270.6224,False,0.099,0.1348
MGC_1800_E3_RR1.5_CB1_ORB_L8,1800,E3,1.5,1,ORB_L8,238,0.3992,-0.2196,-0.2273,61.1243,False,1241,0.4097,-0.3186,-0.3806,400.9416,False,0.099,0.1533
MGC_1000_E2_RR2.0_CB4_NO_FILTER,1000,E2,2.0,4,NO_FILTER,246,0.3265,-0.1922,-0.1636,55.1441,False,1244,0.3387,-0.2911,-0.2873,369.3605,False,0.0989,0.1237
MGC_1100_E2_RR3.0_CB1_NO_FILTER,1100,E2,3.0,1,NO_FILTER,258,0.2451,-0.1721,-0.1176,51.8364,False,1289,0.2463,-0.271,-0.2087,367.4126,False,0.0989,0.0911
MGC_1800_E2_RR4.0_CB2_NO_FILTER,1800,E2,4.0,2,NO_FILTER,253,0.1847,-0.2283,-0.14,64.6034,False,1269,0.1849,-0.3272,-0.229,419.7145,False,0.0989,0.089
MGC_1800_E1_RR4.0_CB2_ORB_G2,1800,E1,4.0,2,ORB_G2,220,0.1806,-0.2301,-0.1396,58.1062,False,539,0.1635,-0.3289,-0.2157,181.485,False,0.0988,0.0761
MGC_2300_E3_RR1.0_CB5_ORB_L6,2300,E3,1.0,5,ORB_L6,143,0.507,-0.1763,-0.2152,25.8742,False,920,0.4901,-0.275,-0.3662,251.5054,False,0.0987,0.151
MGC_1000_E1_RR3.0_CB3_ORB_L3,1000,E1,3.0,3,ORB_L3,114,0.2632,-0.2369,-0.1821,31.1977,False,1071,0.2579,-0.3355,-0.2928,362.4487,False,0.0986,0.1107
MGC_1100_E2_RR3.0_CB2_NO_FILTER,1100,E2,3.0,2,NO_FILTER,256,0.2451,-0.1621,-0.1095,47.8091,False,1278,0.2441,-0.2607,-0.1974,349.7969,False,0.0986,0.0879
MGC_1800_E2_RR2.5_CB5_ORB_G2,1800,E2,2.5,5,ORB_G2,209,0.2947,-0.1128,-0.0818,30.6831,False,515,0.2695,-0.2114,-0.1621,114.5515,False,0.0986,0.0803
MGC_0900_E2_RR3.0_CB2_ORB_G5,0900,E2,3.0,2,ORB_G5,64,0.3906,0.4286,0.2382,9.0,True,102,0.3617,0.3301,0.1857,9.0,False,0.0985,0.0525
MGC_0900_E3_RR4.0_CB1_ORB_G5,0900,E3,4.0,1,ORB_G5,62,0.2742,0.2299,0.1139,14.6087,True,100,0.25,0.1315,0.0667,14.6087,False,0.0984,0.0472
MGC_1800_E1_RR3.0_CB2_ORB_L8,1800,E1,3.0,2,ORB_L8,239,0.2343,-0.2251,-0.1599,63.9185,False,1245,0.2324,-0.3235,-0.2604,401.238,False,0.0984,0.1005
MGC_0030_E3_RR2.5_CB4_ORB_G6,0030,E3,2.5,4,ORB_G6,71,0.2787,-0.1149,-0.08,14.3462,False,117,0.2447,-0.2132,-0.1533,25.5499,False,0.0983,0.0733
MGC_1100_E1_RR1.0_CB3_ORB_L6,1100,E1,1.0,3,ORB_L6,156,0.5,-0.1654,-0.1965,28.554,False,1132,0.4947,-0.2637,-0.3483,301.0513,False,0.0983,0.1518
MGC_1800_E3_RR2.0_CB2_ORB_L6,1800,E3,2.0,2,ORB_L6,214,0.3318,-0.2305,-0.2093,59.9253,False,1182,0.3395,-0.3288,-0.3444,394.1418,False,0.0983,0.1351
MGC_1100_E1_RR3.0_CB3_ORB_L3,1100,E1,3.0,3,ORB_L3,60,0.25,-0.2337,-0.1741,19.798,False,893,0.2357,-0.3319,-0.2728,302.6578,False,0.0982,0.0987
MGC_1100_E2_RR3.0_CB4_ORB_L6,1100,E2,3.0,4,ORB_L6,155,0.2468,-0.1703,-0.1166,36.1093,False,1122,0.243,-0.2685,-0.2056,301.4296,False,0.0982,0.089
MGC_1100_E3_RR1.5_CB5_ORB_L8,1100,E3,1.5,5,ORB_L8,185,0.3838,-0.236,-0.2413,43.6605,False,1105,0.3877,-0.3342,-0.3901,368.913,False,0.0982,0.1488
MGC_1800_E2_RR2.0_CB4_ORB_L3,1800,E2,2.0,4,ORB_L3,111,0.3514,-0.1519,-0.1309,25.0058,False,999,0.3437,-0.2501,-0.239,251.5771,False,0.0982,0.1081
MGC_1000_E1_RR2.5_CB3_ORB_L3,1000,E1,2.5,3,ORB_L3,114,0.2982,-0.2452,-0.2078,31.3675,False,1071,0.2904,-0.3433,-0.3288,370.051,False,0.0981,0.121
MGC_2300_E2_RR2.0_CB3_ORB_G8,2300,E2,2.0,3,ORB_G8,37,0.3939,0.1141,0.0813,5.8973,True,59,0.36,0.016,0.0117,6.8973,False,0.0981,0.0696
MGC_0900_E1_RR4.0_CB2_ORB_G4,0900,E1,4.0,2,ORB_G4,76,0.2763,0.255,0.1247,15.0,True,125,0.2544,0.157,0.0788,15.0,False,0.098,0.0459
MGC_1800_E2_RR1.0_CB1_ORB_L6,1800,E2,1.0,1,ORB_L6,225,0.4933,-0.2086,-0.2582,50.6438,False,1236,0.4955,-0.3066,-0.4302,381.8875,False,0.098,0.172
MGC_0030_E3_RR1.5_CB1_ORB_L4,0030,E3,1.5,1,ORB_L4,88,0.4253,-0.1764,-0.1828,16.4203,False,882,0.4002,-0.2742,-0.3059,236.9806,False,0.0978,0.1231
MGC_1100_E1_RR4.0_CB3_ORB_L3,1100,E1,4.0,3,ORB_L3,60,0.2,-0.2311,-0.1486,22.8388,False,893,0.1892,-0.3289,-0.2344,301.0277,False,0.0978,0.0858
MGC_1800_E3_RR2.5_CB5_ORB_L4,1800,E3,2.5,5,ORB_L4,150,0.3,-0.2224,-0.1859,45.5656,False,1042,0.299,-0.3202,-0.303,337.0494,False,0.0978,0.1171
MGC_2300_E3_RR3.0_CB5_ORB_L4,2300,E3,3.0,5,ORB_L4,68,0.2537,-0.2279,-0.1704,17.3727,False,748,0.2391,-0.3257,-0.2681,233.6644,False,0.0978,0.0977
MGC_1100_E2_RR2.5_CB3_NO_FILTER,1100,E2,2.5,3,NO_FILTER,255,0.2767,-0.1627,-0.1195,43.2126,False,1271,0.2743,-0.2603,-0.2134,345.3842,False,0.0976,0.0939
MGC_1100_E3_RR2.0_CB4_NO_FILTER,1100,E3,2.0,4,NO_FILTER,241,0.325,-0.2054,-0.1776,49.301,False,1200,0.3314,-0.3029,-0.2982,374.0468,False,0.0975,0.1206
MGC_1800_E2_RR2.0_CB5_ORB_G2,1800,E2,2.0,5,ORB_G2,209,0.3462,-0.101,-0.0813,28.5148,False,515,0.3176,-0.1985,-0.1681,107.3201,False,0.0975,0.0868
MGC_2300_E1_RR2.0_CB3_ORB_G8,2300,E1,2.0,3,ORB_G8,37,0.3939,0.1125,0.0803,8.6621,True,59,0.36,0.015,0.011,9.6621,False,0.0975,0.0693
MGC_0030_E1_RR4.0_CB2_ORB_L8,0030,E1,4.0,2,ORB_L8,194,0.1375,-0.4116,-0.278,68.9695,False,1159,0.1237,-0.509,-0.3868,431.1459,False,0.0974,0.1088
MGC_1100_E1_RR1.0_CB3_ORB_L8,1100,E1,1.0,3,ORB_L8,197,0.4924,-0.163,-0.1902,32.844,False,1186,0.4924,-0.2604,-0.3404,309.3065,False,0.0974,0.1502
MGC_1100_E1_RR1.5_CB1_ORB_L8,1100,E1,1.5,1,ORB_L8,198,0.3939,-0.1837,-0.18,37.4495,False,1201,0.3972,-0.2811,-0.3116,337.6555,False,0.0974,0.1316
MGC_1100_E3_RR1.5_CB2_ORB_L6,1100,E3,1.5,2,ORB_L6,153,0.3856,-0.2488,-0.2597,39.2124,False,1107,0.3843,-0.3462,-0.4091,384.0443,False,0.0974,0.1494
MGC_0030_E1_RR4.0_CB4_ORB_L4,0030,E1,4.0,4,ORB_L4,83,0.1452,-0.4014,-0.2735,27.128,False,851,0.1307,-0.4987,-0.3834,287.1191,False,0.0973,0.1099
MGC_1100_E2_RR1.5_CB4_NO_FILTER,1100,E2,1.5,4,NO_FILTER,253,0.4008,-0.1211,-0.1119,35.5065,False,1260,0.4038,-0.2182,-0.226,282.8345,False,0.0971,0.1141
MGC_2300_E3_RR4.0_CB4_ORB_G8,2300,E3,4.0,4,ORB_G8,31,0.2,-0.0712,-0.0376,11.0,False,50,0.1795,-0.1683,-0.0934,11.4268,False,0.0971,0.0558
MGC_1100_E1_RR1.0_CB3_ORB_L3,1100,E1,1.0,3,ORB_L3,60,0.5167,-0.1952,-0.2475,13.9504,False,893,0.4961,-0.2922,-0.4036,263.1797,False,0.097,0.1561
MGC_1800_E3_RR2.0_CB3_ORB_G2,1800,E3,2.0,3,ORB_G2,207,0.372,-0.0874,-0.0731,27.5214,False,511,0.3438,-0.1842,-0.1623,105.8817,False,0.0968,0.0892
MGC_0900_E2_RR2.0_CB5_ORB_G8,0900,E2,2.0,5,ORB_G8,21,0.4286,0.2107,0.1471,4.1903,True,44,0.3902,0.114,0.0808,6.0,False,0.0967,0.0663
MGC_1100_E2_RR1.5_CB2_ORB_L6,1100,E2,1.5,2,ORB_L6,156,0.4038,-0.1618,-0.1576,28.3217,False,1138,0.4025,-0.2585,-0.2818,296.0643,False,0.0967,0.1242
MGC_1800_E1_RR3.0_CB3_ORB_L6,1800,E1,3.0,3,ORB_L6,218,0.2535,-0.1695,-0.1182,40.745,False,1198,0.2494,-0.2662,-0.2071,316.4331,False,0.0967,0.0889
MGC_1800_E3_RR1.5_CB4_ORB_G2,1800,E3,1.5,4,ORB_G2,205,0.4341,-0.1157,-0.1136,32.4691,False,499,0.3996,-0.2124,-0.2183,113.6811,False,0.0967,0.1047
MGC_1100_E2_RR1.0_CB3_ORB_L4,1100,E2,1.0,3,ORB_L4,101,0.505,-0.1863,-0.2289,21.7208,False,1019,0.4907,-0.2829,-0.3814,290.9027,False,0.0966,0.1525
MGC_1100_E2_RR3.0_CB3_NO_FILTER,1100,E2,3.0,3,NO_FILTER,255,0.243,-0.159,-0.1065,43.556,False,1271,0.242,-0.2556,-0.1914,341.17,False,0.0966,0.0849
MGC_1800_E2_RR1.5_CB3_NO_FILTER,1800,E2,1.5,3,NO_FILTER,249,0.4056,-0.1483,-0.1427,44.0516,False,1250,0.4071,-0.2449,-0.2645,310.9217,False,0.0966,0.1218
MGC_1100_E2_RR1.5_CB4_ORB_L6,1100,E2,1.5,4,ORB_L6,155,0.4065,-0.1431,-0.1371,27.8284,False,1122,0.4032,-0.2396,-0.2554,273.0802,False,0.0965,0.1183
MGC_1800_E1_RR1.0_CB1_ORB_L4,1800,E1,1.0,1,ORB_L4,168,0.494,-0.2286,-0.2908,41.7058,False,1152,0.4917,-0.3251,-0.4659,375.895,False,0.0965,0.1751
MGC_1800_E1_RR1.0_CB4_ORB_L3,1800,E1,1.0,4,ORB_L3,111,0.5225,-0.1677,-0.2089,24.4088,False,999,0.507,-0.2642,-0.3596,265.4832,False,0.0965,0.1507
MGC_0030_E3_RR4.0_CB3_ORB_L3,0030,E3,4.0,3,ORB_L3,35,0.1875,-0.3089,-0.2112,10.3311,False,580,0.177,-0.4053,-0.3127,196.9864,False,0.0964,0.1015
MGC_0900_E1_RR2.0_CB5_ORB_G8,0900,E1,2.0,5,ORB_G8,21,0.4286,0.2104,0.1469,4.1875,True,44,0.3902,0.114,0.0808,6.0,False,0.0964,0.0661
MGC_1800_E3_RR4.0_CB1_ORB_G5,1800,E3,4.0,1,ORB_G5,52,0.2353,0.0598,0.031,7.0,False,81,0.2105,-0.0366,-0.0195,17.0,False,0.0964,0.0505
MGC_0030_E3_RR3.0_CB5_ORB_L8,0030,E3,3.0,5,ORB_L8,161,0.2394,-0.2214,-0.1585,35.4903,False,933,0.232,-0.3175,-0.2527,242.1446,False,0.0961,0.0942
MGC_1100_E3_RR1.5_CB5_ORB_L6,1100,E3,1.5,5,ORB_L6,148,0.3919,-0.2402,-0.2512,36.7009,False,1055,0.3909,-0.3363,-0.397,355.6,False,0.0961,0.1458
MGC_1800_E1_RR3.0_CB2_ORB_L6,1800,E1,3.0,2,ORB_L6,221,0.2353,-0.2273,-0.1624,58.7852,False,1216,0.2334,-0.3234,-0.2611,392.2994,False,0.0961,0.0987
MGC_1000_E3_RR2.5_CB5_ORB_L4,1000,E3,2.5,5,ORB_L4,146,0.2808,-0.3068,-0.2715,50.0803,False,1066,0.2995,-0.4028,-0.4272,433.0256,False,0.096,0.1557
MGC_1100_E1_RR1.0_CB4_ORB_L8,1100,E1,1.0,4,ORB_L8,195,0.4974,-0.1455,-0.1681,29.8277,False,1175,0.4987,-0.2415,-0.3123,285.0081,False,0.096,0.1442
MGC_0900_E1_RR1.0_CB1_ORB_G8,0900,E1,1.0,1,ORB_G8,22,0.6364,0.1887,0.2051,3.0,True,47,0.5778,0.0928,0.0982,5.2285,False,0.0959,0.1069
MGC_1800_E2_RR3.0_CB2_ORB_L8,1800,E2,3.0,2,ORB_L8,239,0.2343,-0.2269,-0.1616,64.3181,False,1245,0.2332,-0.3228,-0.2601,400.2376,False,0.0959,0.0985
MGC_2300_E3_RR4.0_CB5_ORB_G2,2300,E3,4.0,5,ORB_G2,210,0.1925,-0.1914,-0.115,40.7576,False,771,0.1772,-0.2873,-0.1863,191.3444,False,0.0959,0.0713
MGC_1800_E3_RR1.5_CB3_ORB_G2,1800,E3,1.5,3,ORB_G2,207,0.4251,-0.1328,-0.1306,34.6569,False,511,0.391,-0.2286,-0.2356,126.38,False,0.0958,0.105
MGC_0900_E1_RR2.5_CB1_ORB_G2,0900,E1,2.5,1,ORB_G2,148,0.3311,-0.0114,-0.008,14.1622,False,274,0.3022,-0.1071,-0.0783,41.2418,False,0.0957,0.0703
MGC_1800_E3_RR2.0_CB4_ORB_G2,1800,E3,2.0,4,ORB_G2,205,0.3805,-0.0667,-0.0556,25.2582,False,499,0.3534,-0.1624,-0.1423,90.4603,False,0.0957,0.0867
MGC_1000_E1_RR2.5_CB5_ORB_L3,1000,E1,2.5,5,ORB_L3,114,0.2982,-0.2239,-0.1852,28.8797,False,1056,0.289,-0.3194,-0.2944,338.5995,False,0.0955,0.1092
MGC_1800_E1_RR1.0_CB2_ORB_G5,1800,E1,1.0,2,ORB_G5,53,0.6415,0.1619,0.1844,3.2912,True,82,0.5854,0.0664,0.0734,4.2599,False,0.0955,0.111
MGC_1800_E3_RR1.5_CB2_ORB_L8,1800,E3,1.5,2,ORB_L8,231,0.3983,-0.2201,-0.2274,61.56,False,1210,0.4119,-0.3156,-0.3767,390.7855,False,0.0955,0.1493
MGC_1800_E3_RR3.0_CB3_NO_FILTER,1800,E3,3.0,3,NO_FILTER,238,0.2479,-0.2162,-0.1566,67.3267,False,1203,0.2556,-0.3117,-0.2598,383.5599,False,0.0955,0.1032
MGC_2300_E2_RR4.0_CB5_ORB_L6,2300,E2,4.0,5,ORB_L6,154,0.1641,-0.2995,-0.1883,45.7883,False,1036,0.1513,-0.3949,-0.2741,326.5323,False,0.0954,0.0858
MGC_1000_E1_RR1.0_CB5_ORB_L6,1000,E1,1.0,5,ORB_L6,199,0.4925,-0.2099,-0.2574,44.2746,False,1172,0.4996,-0.3052,-0.4278,357.7139,False,0.0953,0.1704
MGC_1800_E1_RR4.0_CB2_ORB_L6,1800,E1,4.0,2,ORB_L6,221,0.1872,-0.2321,-0.1443,64.7849,False,1216,0.1868,-0.3272,-0.2308,394.6147,False,0.0951,0.0865
MGC_0030_E3_RR3.0_CB5_ORB_G6,0030,E3,3.0,5,ORB_G6,70,0.2037,-0.2651,-0.1807,19.8721,False,115,0.1744,-0.3601,-0.257,34.8213,False,0.095,0.0763
MGC_1000_E3_RR1.0_CB4_ORB_L2,1000,E3,1.0,4,ORB_L2,55,0.5636,-0.3334,-0.5514,19.1697,False,910,0.5286,-0.4284,-0.766,390.5667,False,0.095,0.2146
MGC_1800_E1_RR1.0_CB2_ORB_L4,1800,E1,1.0,2,ORB_L4,166,0.488,-0.2177,-0.2696,41.8984,False,1134,0.4819,-0.3127,-0.4324,355.4335,False,0.095,0.1628
MGC_1800_E1_RR2.0_CB3_ORB_G5,1800,E1,2.0,3,ORB_G5,51,0.4118,0.1365,0.0994,5.1654,True,80,0.375,0.0415,0.0307,9.515,False,0.095,0.0687
MGC_0900_E1_RR3.0_CB2_ORB_G2,0900,E1,3.0,2,ORB_G2,147,0.2857,-0.012,-0.0076,17.6162,False,269,0.2625,-0.1069,-0.0709,42.6844,False,0.0949,0.0633
MGC_1800_E1_RR4.0_CB2_ORB_G5,1800,E1,4.0,2,ORB_G5,53,0.1961,-0.1007,-0.0548,9.0308,False,82,0.1733,-0.1956,-0.1105,25.1376,False,0.0949,0.0557
MGC_0030_E1_RR2.5_CB1_ORB_L3,0030,E1,2.5,1,ORB_L3,43,0.2857,-0.2159,-0.1719,15.8102,False,671,0.2692,-0.3107,-0.2719,191.5806,False,0.0948,0.1
MGC_0030_E1_RR4.0_CB2_ORB_L6,0030,E1,4.0,2,ORB_L6,163,0.1387,-0.4124,-0.2803,65.1283,False,1101,0.1248,-0.5072,-0.3862,414.8905,False,0.0948,0.1059
MGC_1800_E2_RR4.0_CB2_ORB_G5,1800,E2,4.0,2,ORB_G5,53,0.1961,-0.1006,-0.0546,9.0313,False,82,0.1733,-0.1954,-0.1104,25.1287,False,0.0948,0.0558
MGC_1100_E3_RR1.0_CB1_NO_FILTER,1100,E3,1.0,1,NO_FILTER,254,0.4764,-0.2148,-0.2577,56.4109,False,1267,0.4897,-0.3095,-0.425,398.7509,False,0.0947,0.1673
MGC_0900_E1_RR3.0_CB1_ORB_G6,0900,E1,3.0,1,ORB_G6,44,0.3864,0.4144,0.2297,5.3128,True,76,0.3571,0.3198,0.1792,7.1321,True,0.0946,0.0505
MGC_1800_E3_RR1.5_CB3_ORB_L8,1800,E3,1.5,3,ORB_L8,225,0.4044,-0.2125,-0.2201,56.5472,False,1180,0.4185,-0.307,-0.3668,368.6875,False,0.0945,0.1467
MGC_0900_E2_RR3.0_CB1_ORB_G6,0900,E2,3.0,1,ORB_G6,44,0.3864,0.4142,0.2296,5.3071,True,76,0.3571,0.3198,0.1792,7.1321,True,0.0944,0.0504
MGC_0900_E3_RR3.0_CB1_ORB_G2,0900,E3,3.0,1,ORB_G2,146,0.3082,0.029,0.0187,15.0,False,272,0.283,-0.0654,-0.0435,37.3019,False,0.0944,0.0622
MGC_1100_E1_RR2.5_CB3_NO_FILTER,1100,E1,2.5,3,NO_FILTER,255,0.2767,-0.1619,-0.1187,42.9943,False,1271,0.2767,-0.2562,-0.2098,340.1117,False,0.0943,0.0911
MGC_1000_E3_RR2.5_CB4_ORB_G8,1000,E3,2.5,4,ORB_G8,22,0.3636,0.1741,0.1095,3.7663,True,34,0.3333,0.0799,0.0515,7.386,False,0.0942,0.058
MGC_1000_E3_RR2.5_CB5_ORB_G8,1000,E3,2.5,5,ORB_G8,22,0.3636,0.1741,0.1095,3.7663,True,34,0.3333,0.0799,0.0515,7.386,False,0.0942,0.058
MGC_1100_E2_RR1.0_CB5_NO_FILTER,1100,E2,1.0,5,NO_FILTER,250,0.504,-0.1144,-0.1292,33.0841,False,1249,0.5076,-0.2086,-0.2628,266.9851,False,0.0942,0.1336
MGC_0030_E3_RR4.0_CB4_ORB_G2,0030,E3,4.0,4,ORB_G2,205,0.1588,-0.3399,-0.2224,60.1886,False,817,0.1421,-0.434,-0.3105,263.1982,False,0.0941,0.0881
MGC_1000_E2_RR1.0_CB4_ORB_L3,1000,E2,1.0,4,ORB_L3,114,0.5088,-0.2385,-0.3133,28.8098,False,1065,0.5019,-0.3326,-0.489,353.8353,False,0.0941,0.1757
MGC_1100_E3_RR2.0_CB3_NO_FILTER,1100,E3,2.0,3,NO_FILTER,245,0.3184,-0.2166,-0.1871,53.0784,False,1224,0.3271,-0.3106,-0.3061,393.8864,False,0.094,0.119
MGC_1800_E1_RR1.0_CB5_ORB_G5,1800,E1,1.0,5,ORB_G5,49,0.6122,0.1243,0.1373,5.0998,True,77,0.5584,0.0303,0.0328,5.5333,False,0.094,0.1045
MGC_1800_E1_RR1.0_CB2_ORB_L3,1800,E1,1.0,2,ORB_L3,111,0.4955,-0.2251,-0.2852,30.1133,False,1023,0.4858,-0.319,-0.4493,328.0066,False,0.0939,0.1641
MGC_1800_E2_RR1.0_CB5_ORB_G5,1800,E2,1.0,5,ORB_G5,49,0.6122,0.1239,0.137,5.0998,True,77,0.5584,0.03,0.0326,5.5292,False,0.0939,0.1044
MGC_2300_E1_RR4.0_CB5_ORB_G3,2300,E1,4.0,5,ORB_G3,201,0.1375,-0.3884,-0.2525,72.1815,False,527,0.118,-0.4823,-0.3398,183.7619,False,0.0939,0.0873
MGC_1800_E3_RR2.0_CB5_ORB_G4,1800,E3,2.0,5,ORB_G4,79,0.4684,0.2354,0.1774,6.0,True,123,0.4309,0.1416,0.1072,8.6737,True,0.0938,0.0702
